#{"t_start": 1769534691.7832222, "env_id": "None"}
r,l,t
0.9111111,32,836.962636
0.90555555,34,836.972209
0.88055557,43,837.029032
0.87777776,44,837.108874
0.90833336,33,837.124395
0.87777776,44,837.162355
0.86388886,49,837.167045
0.86944443,47,837.17717
0.90833336,33,837.18321
0.9111111,32,837.237016
0.90833336,33,837.322748
0.84166664,57,837.322748
0.91944444,29,837.329062
0.91944444,29,837.341342
0.89166665,39,837.390366
0.89444447,38,837.395571
0.0,9,837.405141
0.9,36,837.405141
0.90833336,33,837.533131
0.90833336,33,837.533131
0.9138889,31,837.533131
0.91944444,29,837.562967
0.8472222,55,837.562967
0.91944444,29,837.566979
0.91944444,29,837.577196
0.91944444,29,837.577196
0.90555555,34,837.701371
0.9027778,35,837.705385
0.8972222,37,837.746841
0.90833336,33,837.760619
0.9027778,35,837.764794
0.9138889,31,837.764794
0.8972222,37,837.771397
0.8972222,37,837.817729
0.9138889,31,837.909963
0.90833336,33,837.926895
0.9138889,31,837.964948
0.91944444,29,837.966952
0.9138889,31,837.966952
0.90555555,34,837.979617
0.91944444,29,837.982754
0.0,9,838.042055
0.85555553,52,838.047012
0.91944444,29,838.13253
0.90555555,34,838.139345
0.9111111,32,838.139345
0.90833336,33,838.146988
0.86944443,47,838.203185
0.9138889,31,838.214481
0.90833336,33,838.223089
0.9111111,32,838.324372
0.8361111,59,838.332561
0.89444447,38,838.357747
0.0,9,838.360834
0.8833333,42,838.404833
0.8888889,40,838.404833
0.8833333,42,838.433201
0.8833333,42,838.487046
0.85833335,51,838.505093
0.9027778,35,838.552917
0.91944444,29,838.559004
0.9111111,32,838.565023
0.9138889,31,838.574324
0.8972222,37,838.629199
0.9138889,31,838.637023
0.8972222,37,838.705175
0.91944444,29,838.713945
0.9138889,31,838.721019
0.90833336,33,838.765429
0.9138889,31,838.768974
0.88611114,41,838.768974
0.90833336,33,838.843774
0.87777776,44,838.869336
0.9111111,32,838.916979
0.9138889,31,838.922765
0.91944444,29,838.931174
0.91944444,29,838.93318
0.91944444,29,838.93318
0.88055557,43,838.978969
0.9027778,35,839.051293
0.91944444,29,839.074041
0.91944444,29,839.130571
0.9027778,35,839.139158
0.91944444,29,839.144367
0.8666667,48,839.161602
0.89444447,38,839.161602
0.8833333,42,839.203187
0.91944444,29,839.224861
0.9138889,31,839.283834
0.9138889,31,839.349314
0.89166665,39,839.39183
0.9138889,31,839.393836
0.9138889,31,839.402887
0.87777776,44,839.453213
0.9027778,35,839.467104
0.87777776,44,839.469931
0.90833336,33,839.518741
0.9027778,35,839.553226
0.90833336,33,839.59433
0.9027778,35,839.612747
0.90833336,33,839.617255
0.91944444,29,839.633059
0.9027778,35,839.679165
0.91944444,29,839.696874
0.9,36,839.698906
0.91944444,29,839.789139
0.8972222,37,839.827079
0.9138889,31,839.834441
0.9027778,35,839.834441
0.9138889,31,839.854628
0.90833336,33,839.92695
0.90555555,34,839.92695
0.86388886,49,839.981812
0.91944444,29,839.990883
0.9166667,30,839.999203
0.90833336,33,840.007655
0.0,2,840.045125
0.89166665,39,840.049148
0.9027778,35,840.066985
0.89444447,38,872.79068
0.8888889,40,872.796852
0.9111111,32,872.802882
0.9166667,30,872.853705
0.8388889,58,872.987238
0.85833335,51,872.987238
0.8527778,53,872.999326
0.9,36,873.00534
0.88055557,43,873.057726
0.8388889,58,873.069055
0.85833335,51,873.150142
0.82222223,64,873.220253
0.8833333,42,873.243141
0.88055557,43,873.293621
0.8888889,40,873.297131
0.8611111,50,873.30042
0.85555553,52,873.31456
0.9,36,873.41191
0.87222224,46,873.41191
0.8194444,65,873.431371
0.88055557,43,873.490465
0.9,36,873.494703
0.9,36,873.515766
0.8833333,42,873.522334
0.85555553,52,873.580492
0.90833336,33,873.592702
0.89166665,39,873.640422
0.89166665,39,873.65879
0.89444447,38,873.748201
0.8833333,42,873.77449
0.87777776,44,873.833205
0.9,36,873.850859
0.86388886,49,873.884131
0.88611114,41,873.884131
0.9027778,35,873.899722
0.88055557,43,873.977106
0.89166665,39,873.986296
0.8666667,48,874.063352
0.8972222,37,874.107188
0.87222224,46,874.119358
0.89444447,38,874.12698
0.8666667,48,874.178955
0.9027778,35,874.196938
0.85,54,874.196938
0.9027778,35,874.336592
0.89166665,39,874.355054
0.85555553,52,874.409347
0.8833333,42,874.419224
0.8888889,40,874.426908
0.8888889,40,874.426908
0.84166664,57,874.428944
0.7861111,77,874.473682
0.9138889,31,874.550856
0.90555555,34,874.63693
0.8833333,42,874.642023
0.8472222,55,874.646037
0.86944443,47,874.703234
0.87777776,44,874.703234
0.875,45,874.710291
0.86388886,49,874.772448
0.87222224,46,874.919108
0.87222224,46,874.924391
0.8666667,48,874.930945
0.80833334,69,874.974431
0.87777776,44,874.978989
0.87222224,46,874.983003
0.86388886,49,874.994806
0.88611114,41,875.001913
0.9027778,35,875.127072
0.8833333,42,875.197018
0.89166665,39,875.200067
0.85555553,52,875.214226
0.89166665,39,875.21727
0.8833333,42,875.25212
0.8666667,48,875.261888
0.8194444,65,875.343917
0.9027778,35,875.433737
0.89166665,39,875.470974
0.8472222,55,875.470974
0.8611111,50,875.492584
0.8666667,48,875.504709
0.8333333,60,875.604097
0.87222224,46,875.610871
0.90833336,33,875.63404
0.78333336,78,875.63404
0.88611114,41,875.69462
0.87222224,46,875.702207
0.86944443,47,875.764835
0.8972222,37,875.83586
0.89166665,39,875.838895
0.84166664,57,875.847001
0.89444447,38,875.892853
0.87777776,44,875.914327
0.87222224,46,875.983214
0.89166665,39,875.98925
0.85555553,52,875.991889
0.89166665,39,876.059858
0.88611114,41,876.062917
0.875,45,876.129337
0.89166665,39,876.129337
0.84444445,56,876.182974
0.8888889,40,876.2071
0.87777776,44,876.263561
0.86944443,47,876.271111
0.875,45,876.337314
0.875,45,876.339983
0.8888889,40,876.390642
0.8888889,40,876.39185
0.89166665,39,876.463107
0.87222224,46,876.463107
0.88055557,43,876.531333
0.875,45,876.543473
0.88611114,41,876.598557
0.9027778,35,876.60058
0.88055557,43,876.602584
0.87222224,46,876.633051
0.8833333,42,876.733309
0.0,2,876.740671
0.85833335,51,876.792836
0.88611114,41,876.8125
0.84444445,56,876.882512
0.8972222,37,876.926155
0.8666667,48,876.930936
0.9027778,35,876.957097
0.9111111,32,877.007366
0.8277778,62,877.01048
0.82222223,64,877.020781
0.89444447,38,877.076917
0.0,12,877.084955
0.9,36,877.150956
0.8888889,40,877.150956
0.8888889,40,877.163455
0.86944443,47,877.244621
0.88055557,43,877.254341
0.8611111,50,877.300466
0.86944443,47,877.36412
0.87222224,46,877.391973
0.88055557,43,877.391973
0.86944443,47,877.429136
0.825,63,877.439212
0.89444447,38,877.504386
0.875,45,877.518985
0.8666667,48,877.58724
0.8888889,40,877.656956
0.88055557,43,877.667206
0.89166665,39,877.667206
0.85,54,877.671238
0.9,36,877.724425
0.85833335,51,877.731249
0.8888889,40,877.746897
0.875,45,877.843382
0.90833336,33,877.855383
0.89166665,39,877.870984
0.88611114,41,877.876932
0.88611114,41,877.934668
0.8527778,53,877.942319
0.8527778,53,878.010664
0.8666667,48,878.015767
0.88055557,43,878.079317
0.89166665,39,878.136154
0.86388886,49,878.145545
0.85555553,52,878.201639
0.9138889,31,878.210968
0.85,54,878.278891
0.8472222,55,878.290312
0.86388886,49,878.311556
0.875,45,878.412174
0.89166665,39,878.419246
0.85555553,52,878.423979
0.8333333,60,878.42727
0.8833333,42,878.433316
0.8833333,42,878.510344
0.86944443,47,878.516362
0.875,45,878.576986
0.9,36,878.682949
0.88055557,43,878.699063
0.86944443,47,878.757295
0.85555553,52,878.757295
0.86388886,49,878.760617
0.88055557,43,878.816929
0.88055557,43,878.820968
0.8611111,50,878.907316
0.86944443,47,878.976136
0.875,45,878.976136
0.87777776,44,879.028925
0.87777776,44,879.03093
0.85833335,51,879.051188
0.875,45,879.102938
0.85,54,879.125355
0.88611114,41,879.172962
0.9,36,879.193958
0.90555555,34,879.236937
0.86388886,49,879.327069
0.8388889,58,879.333117
0.85833335,51,879.383062
0.86944443,47,879.390636
0.87222224,46,879.408622
0.88055557,43,879.466084
0.88611114,41,879.473152
0.8527778,53,879.479221
0.86944443,47,879.593151
0.85555553,52,879.612614
0.87222224,46,879.651098
0.8527778,53,879.666892
0.89166665,39,879.670925
0.87222224,46,879.729795
0.8388889,58,879.739252
0.8666667,48,879.742633
0.9027778,35,879.79109
0.89166665,39,879.850462
0.89166665,39,879.855975
0.8972222,37,879.865671
0.9,36,879.935667
0.86388886,49,879.995391
0.825,63,880.010503
0.87222224,46,880.050183
0.90833336,33,880.050183
0.86944443,47,880.122586
0.81666666,66,880.122586
0.8666667,48,880.144677
0.86388886,49,880.217015
0.88055557,43,880.226345
0.88611114,41,880.271367
0.88055557,43,880.293301
0.9111111,32,880.297317
0.87222224,46,880.303094
0.875,45,880.37133
0.8888889,40,880.373932
0.89444447,38,880.467013
0.86944443,47,880.537052
0.89166665,39,880.59095
0.82222223,64,880.59095
0.85,54,880.594965
0.85,54,880.598993
0.87222224,46,880.617198
0.8333333,60,880.626976
0.89166665,39,880.67938
0.88055557,43,880.746959
0.9,36,880.798958
0.89166665,39,880.802467
0.86388886,49,880.863435
0.875,45,880.873939
0.87777776,44,880.877083
0.8472222,55,880.881115
0.8666667,48,880.943151
0.0,12,880.952035
0.9027778,35,881.006963
0.9027778,35,881.100223
0.90833336,33,881.111335
0.85833335,51,881.116849
0.8361111,59,881.116849
0.9,36,881.185754
0.8472222,55,881.234059
0.86388886,49,881.250296
0.88611114,41,881.252301
0.87222224,46,881.339142
0.8888889,40,881.339142
0.8611111,50,881.397276
0.9138889,31,881.400494
0.85,54,881.444624
0.89166665,39,881.474128
0.85555553,52,881.481117
0.86944443,47,881.534002
0.0,14,881.548693
0.87222224,46,881.614267
0.85833335,51,881.661881
0.89166665,39,881.664745
0.8361111,59,881.751228
0.0,2,881.757244
0.86388886,49,881.771254
0.87222224,46,881.833339
0.85555553,52,881.837607
0.7916667,75,881.840437
0.8888889,40,881.882198
0.87777776,44,881.907652
0.87777776,44,881.911668
0.875,45,882.022987
0.86388886,49,882.02396
0.9027778,35,882.026873
0.91944444,29,882.078907
0.86944443,47,882.095033
0.8611111,50,882.103191
0.8666667,48,882.142597
0.8833333,42,882.153471
0.89166665,39,882.242984
0.88611114,41,882.280726
0.8833333,42,882.290668
0.8972222,37,882.295204
0.90833336,33,882.305085
0.8888889,40,882.372789
0.87222224,46,882.379078
0.87777776,44,882.438074
0.9138889,31,882.465078
0.8972222,37,882.543758
0.87777776,44,882.587192
0.84444445,56,882.620983
0.825,63,882.682574
0.8611111,50,882.684582
0.8888889,40,882.694229
0.875,45,882.694229
0.9,36,882.763417
0.80277777,71,882.824302
0.9138889,31,882.888054
0.83055556,61,882.950382
0.88055557,43,882.950382
0.86944443,47,882.976837
0.83055556,61,882.980872
0.85833335,51,883.024403
0.8472222,55,883.119202
0.8611111,50,883.151615
0.85833335,51,883.219059
0.8888889,40,883.219059
0.8888889,40,883.219059
0.8888889,40,883.282194
0.89166665,39,883.282194
0.87222224,46,883.315447
0.88055557,43,883.385132
0.87777776,44,883.431043
0.89444447,38,883.445573
0.8833333,42,883.457164
0.89166665,39,883.507289
0.86944443,47,883.566942
0.87777776,44,883.592222
0.8833333,42,883.653414
0.88055557,43,883.672001
0.76944447,83,883.724437
0.9,36,883.724437
0.88611114,41,883.724437
0.85833335,51,883.74341
0.875,45,883.811853
0.8972222,37,883.872175
0.9027778,35,883.883357
0.85555553,52,883.890589
0.88611114,41,883.954272
0.89166665,39,884.001076
0.85555553,52,884.027128
0.8472222,55,884.036954
0.88611114,41,884.078984
0.9027778,35,884.087051
0.89166665,39,884.144739
0.88611114,41,884.159035
0.88055557,43,884.277291
0.9,36,884.290599
0.8611111,50,884.346967
0.87222224,46,884.371384
0.88055557,43,884.379058
0.8666667,48,884.420218
0.88055557,43,884.439066
0.88055557,43,884.451083
0.90833336,33,884.494236
0.9027778,35,884.511544
0.9138889,31,884.579266
0.90555555,34,884.634658
0.86388886,49,884.650477
0.8833333,42,884.654485
0.89166665,39,884.669219
0.87777776,44,884.734655
0.89166665,39,884.745337
0.8666667,48,884.788826
0.9111111,32,884.811365
0.88611114,41,884.881324
0.8611111,50,884.948265
0.86944443,47,884.956367
0.81666666,66,884.961123
0.8833333,42,885.009361
0.0,20,885.013376
0.86388886,49,885.024385
0.875,45,885.086918
0.85555553,52,885.086918
0.8972222,37,920.324045
0.89444447,38,920.38532
0.875,45,920.38532
0.89166665,39,920.390738
0.85,54,920.440611
0.9,36,920.455973
0.86944443,47,920.461948
0.8833333,42,920.477107
0.0,16,920.540849
0.89166665,39,920.592904
0.9138889,31,920.597157
0.9,36,920.606901
0.86388886,49,920.683169
0.87777776,44,920.690342
0.89166665,39,920.746351
0.90833336,33,920.817126
0.89166665,39,920.827223
0.87222224,46,920.863991
0.8833333,42,920.86701
0.82222223,64,920.884985
0.9,36,920.943292
0.90555555,34,920.943292
0.89166665,39,921.009961
0.90833336,33,921.066061
0.90555555,34,921.079217
0.90555555,34,921.084264
0.9138889,31,921.084264
0.87777776,44,921.147564
0.90833336,33,921.150845
0.87777776,44,921.215188
0.8888889,40,921.235794
0.89444447,38,921.289206
0.9027778,35,921.297049
0.88055557,43,921.317166
0.88055557,43,921.354954
0.89166665,39,921.446918
0.8611111,50,921.446918
0.91944444,29,921.446918
0.85,54,921.454458
0.9,36,921.515133
0.875,45,921.517947
0.9,36,921.533845
0.9138889,31,921.627043
0.8611111,50,921.632977
0.8972222,37,921.649296
0.89166665,39,921.699251
0.8833333,42,921.704122
0.9,36,921.717125
0.8888889,40,921.784063
0.87222224,46,921.787076
0.9,36,921.850926
0.89166665,39,921.868048
0.88611114,41,921.901167
0.88611114,41,921.920352
0.88611114,41,921.923543
0.8833333,42,921.93548
0.89444447,38,921.992049
0.88611114,41,921.998698
0.9027778,35,922.082454
0.8666667,48,922.118999
0.90833336,33,922.128932
0.87222224,46,922.132973
0.89166665,39,922.1456
0.90833336,33,922.205751
0.88055557,43,922.208706
0.875,45,922.269206
0.9166667,30,922.287132
0.0,16,922.287132
0.9027778,35,922.291435
0.9138889,31,922.294448
0.87222224,46,922.365989
0.88055557,43,922.40749
0.88611114,41,922.431833
0.9,36,922.47699
0.89444447,38,922.501692
0.9,36,922.501692
0.8972222,37,922.501692
0.86944443,47,922.564726
0.9027778,35,922.571441
0.9138889,31,922.690241
0.88055557,43,922.690241
0.8972222,37,922.727213
0.87777776,44,922.815208
0.86944443,47,922.826258
0.8972222,37,922.83047
0.89166665,39,922.83047
0.85555553,52,922.883184
0.9,36,922.911241
0.9,36,922.947282
0.88611114,41,922.959879
0.9138889,31,923.034383
0.9027778,35,923.050058
0.89444447,38,923.092822
0.8833333,42,923.092822
0.8888889,40,923.115062
0.9111111,32,923.127372
0.89166665,39,923.166956
0.8833333,42,923.183495
0.9,36,923.251769
0.9027778,35,923.334563
0.88611114,41,923.334563
0.8611111,50,923.383566
0.89444447,38,923.389108
0.89444447,38,923.41126
0.84444445,56,923.413265
0.86388886,49,923.465787
0.9,36,923.47457
0.9138889,31,923.531035
0.9,36,923.550942
0.9,36,923.599002
0.89166665,39,923.612088
0.90833336,33,923.614093
0.90555555,34,923.621161
0.9111111,32,923.631189
0.8888889,40,923.698681
0.90555555,34,923.753404
0.8611111,50,923.821014
0.9,36,923.834158
0.89166665,39,923.837166
0.87222224,46,923.842716
0.8972222,37,923.844723
0.87777776,44,923.883016
0.89166665,39,923.956995
0.8833333,42,923.995033
0.9138889,31,924.040026
0.86944443,47,924.112482
0.88055557,43,924.117026
0.8888889,40,924.117026
0.8833333,42,924.120201
0.86944443,47,924.140147
0.88055557,43,924.201156
0.89444447,38,924.248862
0.9,36,924.258933
0.9027778,35,924.326967
0.8972222,37,924.331006
0.88611114,41,924.344602
0.87777776,44,924.416852
0.8361111,59,924.469149
0.86388886,49,924.493192
0.87222224,46,924.537395
0.85833335,51,924.547291
0.8833333,42,924.568038
0.86944443,47,924.611249
0.0,12,924.621389
0.8972222,37,924.636935
0.86944443,47,924.636935
0.9027778,35,924.681325
0.87777776,44,924.765742
0.86944443,47,924.827236
0.88611114,41,924.875333
0.89166665,39,924.879416
0.9027778,35,924.890108
0.90833336,33,924.895457
0.89166665,39,924.900541
0.85555553,52,924.963183
0.87222224,46,925.069229
0.89444447,38,925.079377
0.87777776,44,925.086276
0.8888889,40,925.090202
0.8833333,42,925.136925
0.89166665,39,925.140665
0.0,12,925.156937
0.86388886,49,925.169255
0.8888889,40,925.171261
0.8833333,42,925.28314
0.8888889,40,925.28715
0.90833336,33,925.290815
0.88055557,43,925.349155
0.91944444,29,925.349155
0.8888889,40,925.375706
0.85555553,52,925.426963
0.8527778,53,925.493726
0.90833336,33,925.552142
0.89166665,39,925.55515
0.8972222,37,925.565293
0.875,45,925.569322
0.875,45,925.571326
0.9,36,925.645259
0.87777776,44,925.648093
0.9166667,30,925.750988
0.90555555,34,925.759893
0.8888889,40,925.769024
0.9,36,925.771029
0.85833335,51,925.778928
0.87222224,46,925.791456
0.87777776,44,925.88728
0.875,45,925.892837
0.9138889,31,925.917228
0.9027778,35,925.959239
0.89444447,38,925.962749
0.0,12,925.968966
0.9,36,925.97097
0.86388886,49,926.081357
0.84444445,56,926.092379
0.88611114,41,926.104465
0.9,36,926.155246
0.87777776,44,926.171373
0.88055557,43,926.182901
0.87222224,46,926.184905
0.8666667,48,926.233419
0.9138889,31,926.297267
0.9,36,926.300367
0.87777776,44,926.31698
0.89166665,39,926.39459
0.875,45,926.397128
0.89166665,39,926.439305
0.8888889,40,926.444557
0.89166665,39,926.463374
0.9027778,35,926.52332
0.8972222,37,926.527693
0.89166665,39,926.553312
0.90555555,34,926.622434
0.88611114,41,926.673987
0.8833333,42,926.695011
0.87777776,44,926.69832
0.9,36,926.765245
0.8833333,42,926.765245
0.8888889,40,926.790229
0.88611114,41,926.852394
0.9138889,31,926.874074
0.89444447,38,926.876928
0.9111111,32,926.933108
0.9027778,35,926.985958
0.88611114,41,927.005948
0.85833335,51,927.05354
0.88055557,43,927.062575
0.90555555,34,927.081404
0.875,45,927.129206
0.88611114,41,927.140095
0.88611114,41,927.1632
0.86944443,47,927.264417
0.8833333,42,927.268946
0.9166667,30,927.289168
0.875,45,927.300248
0.86388886,49,927.340723
0.87777776,44,927.348973
0.90833336,33,927.360661
0.8833333,42,927.369085
0.89444447,38,927.470963
0.8888889,40,927.483576
0.8972222,37,927.494529
0.89166665,39,927.544698
0.9,36,927.567294
0.8888889,40,927.567294
0.8833333,42,927.62444
0.8888889,40,927.700094
0.80833334,69,927.7122
0.89444447,38,927.763361
0.86944443,47,927.772165
0.85,54,927.786877
0.88055557,43,927.834377
0.87222224,46,927.847309
0.89444447,38,927.847309
0.8972222,37,927.937201
0.9111111,32,927.972692
0.875,45,927.985216
0.9111111,32,927.998168
0.87777776,44,928.07242
0.89444447,38,928.087255
0.86944443,47,928.151862
0.85833335,51,928.157044
0.90555555,34,928.222179
0.88055557,43,928.225959
0.9138889,31,928.238595
0.86944443,47,928.244307
0.9027778,35,928.311882
0.90833336,33,928.369005
0.83055556,61,928.376962
0.8972222,37,928.385041
0.90833336,33,928.443114
0.90833336,33,928.457532
0.8972222,37,928.470993
0.85833335,51,928.533339
0.9138889,31,928.535343
0.86944443,47,928.612471
0.8972222,37,928.619013
0.9,36,928.673027
0.8666667,48,928.675735
0.8972222,37,928.696167
0.87222224,46,928.765104
0.88611114,41,928.814799
0.8833333,42,928.814799
0.9027778,35,928.831008
0.9,36,928.87896
0.8666667,48,928.889079
0.9027778,35,928.897175
0.875,45,928.945369
0.87222224,46,929.033079
0.9,36,929.033079
0.88055557,43,929.039877
0.86388886,49,929.090788
0.9111111,32,929.094724
0.89166665,39,929.111229
0.87222224,46,929.177281
0.825,63,929.23401
0.9027778,35,929.235048
0.9,36,929.245932
0.87777776,44,929.297003
0.8833333,42,929.319156
0.8972222,37,929.319156
0.87222224,46,929.360723
0.9138889,31,929.379272
0.9111111,32,929.444315
0.9,36,929.457305
0.89444447,38,929.47154
0.8972222,37,929.518896
0.9111111,32,929.527402
0.9,36,929.583195
0.90833336,33,929.59037
0.86944443,47,929.60732
0.8972222,37,929.663064
0.90833336,33,929.663064
0.9,36,929.68722
0.8888889,40,929.752329
0.87777776,44,929.805603
0.89444447,38,929.815316
0.86944443,47,929.871018
0.8611111,50,929.903889
0.875,45,929.940175
0.875,45,929.940175
0.8833333,42,929.958041
0.9027778,35,929.96206
0.8888889,40,930.035292
0.9138889,31,930.037296
0.85833335,51,930.115832
0.9,36,930.160967
0.8833333,42,930.176886
0.8972222,37,930.180919
0.9027778,35,930.180919
0.87777776,44,930.188606
0.0,12,930.25832
0.89166665,39,930.261334
0.8888889,40,930.269381
0.89166665,39,930.342437
0.8888889,40,930.42931
0.89444447,38,930.44458
0.8833333,42,930.454753
0.86388886,49,930.514678
0.9027778,35,930.514678
0.8833333,42,930.572273
0.8833333,42,930.580353
0.9111111,32,930.586876
0.9027778,35,930.640675
0.8888889,40,930.716966
0.90555555,34,930.812586
0.875,45,930.816372
0.87222224,46,930.818898
0.89166665,39,930.823451
0.89444447,38,930.833472
0.8388889,58,930.833472
0.90555555,34,930.879008
0.8611111,50,931.014201
0.8888889,40,931.030937
0.8972222,37,931.039068
0.87777776,44,931.080633
0.87222224,46,931.097225
0.88611114,41,931.101218
0.8611111,50,931.103639
0.84166664,57,931.170145
0.89166665,39,931.245312
0.9027778,35,931.257918
0.89444447,38,931.25917
0.89444447,38,931.307319
0.9027778,35,931.317186
0.89166665,39,931.323825
0.87222224,46,931.388203
0.9,36,931.396105
0.0,12,931.462547
0.9,36,931.473847
0.8972222,37,931.476979
0.8833333,42,931.479026
0.90833336,33,931.525545
0.8888889,40,931.53897
0.8972222,37,931.544458
0.90555555,34,931.601199
0.88611114,41,931.692315
0.9,36,931.739219
0.8833333,42,931.747241
0.8972222,37,931.754586
0.86944443,47,931.759152
0.86388886,49,931.801599
0.88055557,43,931.812737
0.86388886,49,931.893268
0.8833333,42,931.961807
0.89166665,39,931.964599
0.9138889,31,931.982111
0.8972222,37,932.029831
0.8611111,50,932.044067
0.86388886,49,932.051105
0.8666667,48,932.051105
0.87777776,44,932.162597
0.90555555,34,932.167109
0.89444447,38,932.183202
0.9,36,932.267283
0.87222224,46,932.300464
0.9,36,932.300464
0.88055557,43,932.347309
0.88055557,43,932.352349
0.90555555,34,932.397098
0.88055557,43,932.425473
0.9,36,932.473912
0.90833336,33,932.487322
0.8666667,48,932.49417
0.88055557,43,932.550217
0.875,45,932.571236
0.87777776,44,932.575469
0.87222224,46,932.639792
0.8888889,40,932.675583
0.90833336,33,932.68286
0.9111111,32,932.686068
0.89166665,39,932.688941
0.9,36,964.22113
0.9138889,31,964.233729
0.8972222,37,964.252186
0.91944444,29,964.296888
0.9111111,32,964.323142
0.9,36,964.35897
0.8972222,37,964.379318
0.8888889,40,964.384367
0.90833336,33,964.436063
0.9166667,30,964.4654
0.87777776,44,964.514308
0.8888889,40,964.517316
0.91944444,29,964.517316
0.90833336,33,964.539823
0.91944444,29,964.542186
0.9,36,964.602988
0.90555555,34,964.613052
0.91944444,29,964.659519
0.90833336,33,964.689818
0.8972222,37,964.739231
0.89166665,39,964.748958
0.8972222,37,964.764579
0.89166665,39,964.800326
0.9138889,31,964.817363
0.89166665,39,964.830978
0.8972222,37,964.883216
0.91944444,29,964.903045
0.89444447,38,964.945108
0.9,36,965.017244
0.8833333,42,965.036292
0.8972222,37,965.03981
0.9111111,32,965.03981
0.9,36,965.106359
0.90833336,33,965.114012
0.9,36,965.167112
0.80277777,71,965.182759
0.91944444,29,965.203115
0.89444447,38,965.247339
0.88611114,41,965.271109
0.9138889,31,965.313347
0.87777776,44,965.317358
0.8972222,37,965.396887
0.90555555,34,965.400927
0.8527778,53,965.43228
0.90555555,34,965.439934
0.9111111,32,965.507362
0.0,17,965.511437
0.9111111,32,965.516984
0.87222224,46,965.561528
0.89444447,38,965.575217
0.9111111,32,965.626567
0.87777776,44,965.683393
0.90833336,33,965.731373
0.90555555,34,965.731373
0.87222224,46,965.741194
0.89166665,39,965.799937
0.9,36,965.803949
0.86388886,49,965.821278
0.90833336,33,965.885112
0.9111111,32,965.932203
0.9027778,35,965.94125
0.90833336,33,965.945263
0.85833335,51,965.954916
0.9138889,31,965.964312
0.9027778,35,966.013232
0.8888889,40,966.081547
0.9,36,966.101563
0.9027778,35,966.161032
0.8888889,40,966.166195
0.8888889,40,966.175533
0.8972222,37,966.179073
0.9138889,31,966.183082
0.8888889,40,966.229297
0.9111111,32,966.309559
0.9111111,32,966.331311
0.86944443,47,966.369981
0.90833336,33,966.369981
0.89444447,38,966.392169
0.8833333,42,966.442281
0.87777776,44,966.468958
0.86388886,49,966.470963
0.9027778,35,966.515683
0.90833336,33,966.538606
0.91944444,29,966.582947
0.89444447,38,966.586961
0.8833333,42,966.592966
0.9111111,32,966.670939
0.87777776,44,966.683066
0.8888889,40,966.754461
0.9138889,31,966.766227
0.9,36,966.766227
0.9027778,35,966.811504
0.85555553,52,966.817083
0.89444447,38,966.828996
0.9111111,32,966.887139
0.8888889,40,966.959102
0.90833336,33,966.9671
0.90833336,33,966.976923
0.9,36,966.986972
0.9138889,31,967.03377
0.89166665,39,967.038891
0.8888889,40,967.051288
0.9138889,31,967.057895
0.9138889,31,967.136886
0.9138889,31,967.188687
0.90833336,33,967.209527
0.8888889,40,967.209527
0.90833336,33,967.262781
0.85555553,52,967.2691
0.89166665,39,967.2731
0.9027778,35,967.27524
0.90555555,34,967.350235
0.9166667,30,967.356949
0.90833336,33,967.415718
0.90833336,33,967.463241
0.9138889,31,967.463241
0.89166665,39,967.468574
0.90555555,34,967.481184
0.8972222,37,967.48723
0.90833336,33,967.579393
0.89444447,38,967.644945
0.9,36,967.669369
0.90833336,33,967.679093
0.9027778,35,967.714106
0.9111111,32,967.721219
0.87777776,44,967.746898
0.9166667,30,967.785889
0.87222224,46,967.80441
0.9,36,967.864459
0.9111111,32,967.885294
0.89166665,39,967.894932
0.90833336,33,967.894932
0.89444447,38,967.934031
0.9111111,32,967.9463
0.9138889,31,967.955354
0.9111111,32,968.01143
0.9111111,32,968.032244
0.91944444,29,968.100349
0.9,36,968.149268
0.8833333,42,968.151273
0.89166665,39,968.151273
0.9,36,968.170498
0.8888889,40,968.176966
0.9027778,35,968.220132
0.91944444,29,968.255026
0.86944443,47,968.32183
0.90833336,33,968.331676
0.9138889,31,968.38035
0.8972222,37,968.38035
0.8972222,37,968.382358
0.90833336,33,968.392134
0.9,36,968.439814
0.0,11,968.45529
0.0,4,968.45529
0.9027778,35,968.464896
0.9138889,31,968.518936
0.90833336,33,968.581242
0.9027778,35,968.58525
0.89166665,39,968.589275
0.87222224,46,968.65722
0.90555555,34,968.666977
0.8972222,37,968.685107
0.9138889,31,968.689132
0.87777776,44,968.73723
0.90555555,34,968.76717
0.8972222,37,968.805288
0.8972222,37,968.811344
0.9111111,32,968.829631
0.9,36,968.912573
0.875,45,968.949997
0.89444447,38,968.962076
0.87777776,44,968.969307
0.9138889,31,968.979618
0.9,36,968.989749
0.9027778,35,969.030059
0.90833336,33,969.040065
0.90833336,33,969.131065
0.9027778,35,969.184262
0.89444447,38,969.187301
0.88055557,43,969.189327
0.90555555,34,969.240984
0.8972222,37,969.264816
0.87222224,46,969.26732
0.86388886,49,969.319323
0.89444447,38,969.350988
0.90833336,33,969.399071
0.90555555,34,969.399071
0.9027778,35,969.426353
0.9138889,31,969.467328
0.90833336,33,969.474741
0.8527778,53,969.499015
0.89166665,39,969.54914
0.90833336,33,969.565315
0.9027778,35,969.612469
0.8972222,37,969.62063
0.90555555,34,969.646191
