#{"t_start": 1769553017.487848, "env_id": "None"}
r,l,t
0.0,120,4144.82926
0.805,26,4144.86693
0.355,86,4144.883323
0.0,66,4144.914906
0.94,8,4144.914906
0.7675,31,4144.931072
0.7375,35,4144.940334
0.94,8,4144.940334
0.61,52,4144.949241
0.6625,45,4144.961807
0.4825,69,4144.961807
0.97,4,4144.973603
0.985,2,4144.986559
0.9475,7,4145.004113
0.94,8,4145.035869
0.8725,17,4145.049112
0.9325,9,4145.089273
0.94,8,4145.096568
0.8275,23,4145.102167
0.7675,31,4145.125219
0.6325,49,4145.148188
0.715,38,4145.164181
0.5125,65,4145.25226
0.82,24,4145.320987
0.6325,49,4145.441163
0.6625,45,4145.483094
0.37,84,4145.491715
0.76,32,4145.491715
0.4225,77,4145.525476
0.9325,9,4145.542266
0.985,2,4145.553248
0.94,8,4145.605091
0.31,92,4163.401333
0.0,120,4163.427215
0.745,34,4163.435813
0.6925,41,4163.441855
0.445,74,4163.512658
0.8725,17,4163.56436
0.9325,9,4163.576195
0.82,24,4163.576195
0.0,120,4163.613661
0.5125,65,4163.613661
0.0,120,4163.636774
0.7675,31,4163.78767
0.8275,23,4163.78767
0.4225,77,4163.825338
0.73,36,4163.825338
0.0,10,4163.84199
0.94,8,4163.870254
0.925,10,4163.937992
0.0,120,4163.937992
0.985,2,4163.957894
0.835,22,4163.985371
0.8875,15,4164.037807
0.895,14,4164.044312
0.0,97,4164.083358
0.94,8,4164.090847
0.9175,11,4164.110831
0.475,70,4164.110831
0.97,4,4164.122322
0.205,106,4180.688339
0.9175,11,4180.710218
0.5275,63,4180.717535
0.8725,17,4180.727766
0.0,4,4180.751796
0.8725,17,4180.814457
0.1675,111,4180.83167
0.9475,7,4180.853182
0.565,58,4180.894879
0.7,40,4180.902
0.97,4,4180.928353
0.925,10,4180.936843
0.8875,15,4180.943345
0.0,120,4180.943345
0.9175,11,4180.970318
0.925,10,4180.996605
0.94,8,4181.012591
0.9775,3,4181.013588
0.88,16,4181.105941
0.0,120,4181.118428
0.9775,3,4181.143125
0.9025,13,4181.189092
0.7075,39,4181.247855
0.8125,25,4181.28927
0.94,8,4181.296819
0.8425,21,4181.317173
0.0,120,4181.412082
0.8575,19,4181.421972
0.0,120,4181.452006
0.8275,23,4181.476572
0.1525,113,4181.476572
0.0,120,4181.484075
0.0,5,4181.492564
0.9625,5,4201.871195
0.7375,35,4201.892316
0.925,10,4201.899047
0.9175,11,4201.904752
0.76,32,4201.973505
0.88,16,4201.995667
0.0,120,4202.029091
0.9475,7,4202.036342
0.0,120,4202.048668
0.0,120,4202.048668
0.8125,25,4202.048668
0.955,6,4202.084864
0.865,18,4202.091738
0.895,14,4202.123214
0.9025,13,4202.13112
0.895,14,4202.175546
0.5875,55,4202.187417
0.9175,11,4202.194336
0.79,28,4202.222049
0.88,16,4202.228226
0.88,16,4202.277908
0.7,40,4202.289143
0.6775,43,4202.338403
0.94,8,4202.338403
0.91,12,4202.349439
0.7675,31,4202.376843
0.925,10,4202.399535
0.925,10,4202.410843
0.745,34,4202.423294
0.94,8,4202.423294
0.9775,3,4202.431606
0.745,34,4202.431606
0.295,94,4202.444082
0.9625,5,4202.456382
0.295,94,4202.463345
0.9625,5,4202.463345
0.895,14,4202.527519
0.0,120,4202.536008
0.8725,17,4202.555515
0.775,30,4202.652278
0.8275,23,4218.201959
0.805,26,4218.213868
0.9025,13,4218.265781
0.985,2,4218.28206
0.4825,69,4218.315564
0.5575,59,4218.378414
0.955,6,4218.41202
0.73,36,4218.441465
0.0,120,4218.45295
0.94,8,4218.461667
0.67,44,4218.482341
0.3925,81,4218.514256
0.91,12,4218.520777
0.6175,51,4218.62926
0.7975,27,4218.630305
0.325,90,4218.662062
0.9625,5,4218.682539
0.9925,1,4218.690376
0.0,120,4218.72622
0.0,120,4218.768224
0.445,74,4218.777957
0.655,46,4218.779464
0.985,2,4218.784989
0.865,18,4218.819963
0.805,26,4218.833436
0.94,8,4218.833436
0.6625,45,4218.840041
0.8275,23,4218.87835
0.0,3,4218.899529
0.8725,17,4218.943727
0.8575,19,4218.943727
0.94,8,4218.949223
0.8575,19,4218.957016
0.865,18,4218.957016
0.0,26,4218.957016
0.985,2,4218.968431
0.46,72,4218.97543
0.7525,33,4218.997256
0.88,16,4235.085062
0.3325,89,4235.264541
0.6475,47,4235.272574
0.0,120,4235.323021
0.895,14,4235.372663
0.97,4,4235.399228
0.46,72,4235.450144
0.895,14,4235.450144
0.91,12,4235.497832
0.355,86,4235.546799
0.9775,3,4235.56604
0.97,4,4235.593945
0.8725,17,4235.605434
0.25,100,4235.662374
0.895,14,4235.694396
0.0,120,4235.767317
0.0,120,4235.79268
0.9625,5,4235.803115
0.0,120,4235.816181
0.7,40,4235.847235
0.94,8,4235.855347
0.7675,31,4235.86329
0.91,12,4235.87745
0.0,120,4235.883946
0.9175,11,4235.892019
0.9325,9,4253.571339
0.895,14,4253.582894
0.0,120,4253.723956
0.745,34,4253.743047
0.9775,3,4253.750816
0.82,24,4253.750816
0.91,12,4253.827876
0.9925,1,4253.834377
0.8575,19,4253.865979
0.58,56,4253.865979
0.0,120,4253.87787
0.0,120,4253.87787
0.985,2,4253.893779
0.7975,27,4253.937941
0.0,29,4254.107817
0.7675,31,4254.125608
0.0,120,4254.175953
0.94,8,4254.175953
0.9025,13,4254.195313
0.0,120,4254.317113
0.82,24,4254.317113
0.0,120,4254.344019
0.9775,3,4254.388448
0.0,120,4254.430326
0.655,46,4273.910134
0.82,24,4273.925859
0.97,4,4273.939122
0.955,6,4273.994151
0.8725,17,4274.061104
0.2725,97,4274.074738
0.9625,5,4274.106392
0.865,18,4274.119386
0.0,120,4274.131419
0.8875,15,4274.160302
0.0,120,4274.190788
0.0,120,4274.207796
0.955,6,4274.244763
0.9175,11,4274.263904
0.3175,91,4274.263904
0.9925,1,4274.270401
0.9625,5,4274.281893
0.7975,27,4274.299873
0.9625,5,4274.306371
0.8875,15,4274.364313
0.91,12,4274.388279
0.73,36,4274.388279
0.655,46,4274.431388
0.0,81,4274.438372
0.9325,9,4274.438372
0.9625,5,4274.465313
0.745,34,4274.507789
0.8425,21,4274.507789
0.8725,17,4274.559746
0.79,28,4274.574075
0.8425,21,4274.581999
0.0,120,4274.615424
0.0,120,4274.671314
0.7525,33,4274.741283
0.9625,5,4274.774741
0.7,40,4290.087897
0.9775,3,4290.106012
0.94,8,4290.125486
0.8125,25,4290.132715
0.9625,5,4290.160606
0.88,16,4290.206316
0.0,120,4290.275993
0.91,12,4290.29174
0.82,24,4290.321095
0.955,6,4290.328105
0.925,10,4290.344093
0.475,70,4290.349585
0.97,4,4290.369145
0.91,12,4290.404115
0.0,120,4290.404115
0.91,12,4290.42779
0.64,48,4290.434538
0.8425,21,4290.451157
0.8875,15,4290.510654
0.9475,7,4290.510654
0.985,2,4290.522635
0.955,6,4290.547352
0.775,30,4290.569616
0.97,4,4290.569616
0.0,120,4290.581211
0.1525,113,4290.64533
0.0,120,4290.651823
0.0,120,4290.665572
0.8575,19,4290.685817
0.97,4,4290.695009
0.9325,9,4290.708025
0.64,48,4290.74451
0.8125,25,4290.74451
0.94,8,4290.762011
0.955,6,4290.799572
0.925,10,4290.806636
0.91,12,4290.819189
0.64,48,4290.827978
0.775,30,4290.854695
0.91,12,4290.880195
0.9775,3,4290.895671
0.835,22,4307.834193
0.85,20,4307.916076
0.9475,7,4307.966257
0.25,100,4307.973302
0.175,110,4308.00496
0.94,8,4308.033644
0.5575,59,4308.111621
0.9775,3,4308.131098
0.8875,15,4308.131098
0.9175,11,4308.200946
0.7675,31,4308.22152
0.0,120,4308.245052
0.9325,9,4308.26167
0.6475,47,4308.293125
0.985,2,4308.304867
0.9325,9,4308.304867
0.8725,17,4308.331027
0.3325,89,4308.331027
0.0,120,4308.369509
0.0,120,4308.3796
0.94,8,4308.389095
0.6925,41,4308.403576
0.9775,3,4308.410076
0.97,4,4308.431139
0.8875,15,4308.438124
0.97,4,4308.463357
0.7675,31,4308.470968
0.925,10,4308.500959
0.0,120,4308.513215
0.97,4,4308.526296
0.985,2,4308.539088
0.7825,29,4308.576688
0.925,10,4308.605138
0.865,18,4308.632347
0.0,120,4308.640833
0.8425,21,4326.229636
0.6925,41,4326.36593
0.745,34,4326.391204
0.9775,3,4326.398243
0.9775,3,4326.417725
0.97,4,4326.451343
0.0,70,4326.470196
0.9325,9,4326.515013
0.985,2,4326.527261
0.865,18,4326.59708
0.0,120,4326.650489
0.0,120,4326.650489
0.9325,9,4326.662344
0.0,120,4326.725566
0.895,14,4326.754268
0.0,120,4326.762178
0.9625,5,4326.762178
0.8725,17,4326.779404
0.97,4,4326.786427
0.0,120,4326.824835
0.82,24,4326.843297
0.925,10,4326.843297
0.94,8,4326.850434
0.9025,13,4326.862153
0.97,4,4326.869154
0.9625,5,4326.876405
0.16,112,4326.965064
0.805,26,4326.990646
0.8725,17,4327.019084
0.865,18,4344.550392
0.0,120,4344.572524
0.955,6,4344.59115
0.925,10,4344.643667
0.6325,49,4344.673173
0.9775,3,4344.702318
0.0,120,4344.720181
0.9175,11,4344.744258
0.9475,7,4344.757738
0.64,48,4344.757738
0.9625,5,4344.791236
0.9625,5,4344.791236
0.9475,7,4344.791236
0.9775,3,4344.807704
0.4825,69,4344.814739
0.955,6,4344.843799
0.0,120,4344.843799
0.8875,15,4344.901786
0.76,32,4344.987909
0.79,28,4345.025875
0.8425,21,4345.04286
0.16,112,4345.055866
0.4075,79,4345.14303
0.5275,63,4345.14303
0.0,120,4345.14303
0.9475,7,4345.183088
0.535,62,4345.196562
0.8875,15,4345.234587
0.55,60,4345.240084
0.775,30,4345.246821
0.8425,21,4345.270509
0.0,120,4345.270509
0.865,18,4345.296394
0.6775,43,4345.339239
0.9025,13,4345.351297
0.97,4,4345.363381
0.985,2,4345.363381
0.8725,17,4345.375484
0.5275,63,4345.396847
0.9625,5,4362.334758
0.88,16,4362.367617
0.955,6,4362.375784
0.7075,39,4362.389487
0.97,4,4362.405998
0.835,22,4362.412503
0.985,2,4362.420462
0.9325,9,4362.433189
0.9625,5,4362.443673
0.9625,5,4362.462626
0.61,52,4362.46957
0.895,14,4362.48501
0.895,14,4362.509104
0.9175,11,4362.522722
0.9175,11,4362.542943
0.9025,13,4362.559573
0.9475,7,4362.559573
0.955,6,4362.559573
0.91,12,4362.566916
0.9925,1,4362.566916
0.9625,5,4362.596076
0.8725,17,4362.746179
0.865,18,4362.746179
0.0,120,4362.781171
0.9175,11,4362.811952
0.25,100,4362.811952
0.7825,29,4362.811952
0.0,7,4362.82332
0.2875,95,4362.829904
0.97,4,4362.856654
0.9775,3,4362.874633
0.8725,17,4362.911593
0.94,8,4362.961091
0.8125,25,4362.972572
0.925,10,4363.019421
0.0,120,4363.027977
0.91,12,4363.046181
0.775,30,4363.053071
0.52,64,4363.06338
0.9625,5,4363.081362
0.6625,45,4363.091846
0.0,120,4363.117801
0.0,29,4377.865381
0.715,38,4377.891921
0.9625,5,4377.899312
0.955,6,4377.934813
0.9475,7,4378.003329
0.0,120,4378.003329
0.88,16,4378.018182
0.6325,49,4378.047916
0.5875,55,4378.058621
0.9925,1,4378.068007
0.55,60,4378.122625
0.0,106,4378.13319
0.925,10,4378.13319
0.0,120,4378.151049
0.8425,21,4378.151049
0.9775,3,4378.170845
0.85,20,4378.188324
0.9025,13,4378.221342
0.925,10,4378.221342
0.985,2,4378.235043
0.9475,7,4378.235043
0.745,34,4378.241057
0.865,18,4378.255063
0.9025,13,4378.30819
0.895,14,4378.325999
0.9475,7,4378.364022
0.9775,3,4378.383021
0.0,120,4378.447767
0.61,52,4378.456353
0.985,2,4378.46814
0.7375,35,4378.473923
0.85,20,4378.508155
0.0,120,4378.536056
0.895,14,4378.561207
0.61,52,4378.570279
0.655,46,4378.5944
0.88,16,4392.597031
0.8875,15,4392.612957
0.9625,5,4392.642812
0.0,47,4392.66514
0.9475,7,4392.685127
0.0,34,4392.697129
0.0,120,4392.714816
0.985,2,4392.729267
0.55,60,4392.803616
0.58,56,4392.803616
0.0,120,4392.841578
0.0,120,4392.903557
0.8125,25,4392.967668
0.805,26,4392.974939
0.9025,13,4393.048503
0.5275,63,4393.112269
0.67,44,4393.11889
0.0,120,4393.130732
0.9925,1,4393.137965
0.8725,17,4393.235843
0.9625,5,4393.263621
0.85,20,4393.273354
0.73,36,4393.27963
0.9475,7,4393.312322
0.9475,7,4393.317909
0.565,58,4393.335169
0.9775,3,4393.340978
0.0,120,4393.350424
0.46,72,4393.370754
0.925,10,4411.367351
0.895,14,4411.374347
0.0,120,4411.391742
0.8875,15,4411.410798
0.0,120,4411.417739
0.0,120,4411.431599
0.9625,5,4411.450428
0.9775,3,4411.450428
0.85,20,4411.450428
0.91,12,4411.484139
0.715,38,4411.4956
0.9325,9,4411.502563
0.8425,21,4411.508665
0.97,4,4411.539187
0.9775,3,4411.555508
0.0,30,4411.587085
0.8725,17,4411.60376
0.655,46,4411.63224
0.7525,33,4411.655513
0.865,18,4411.666531
0.9175,11,4411.70033
0.7375,35,4411.726902
0.9325,9,4411.803306
0.775,30,4411.816085
0.58,56,4411.823521
0.775,30,4411.86598
0.79,28,4411.86598
0.0,120,4411.881768
0.91,12,4411.881768
0.4225,77,4411.881768
0.91,12,4411.912059
0.5575,59,4412.001667
0.8275,23,4412.029498
0.73,36,4412.064512
0.805,26,4412.064512
0.91,12,4412.127075
0.685,42,4412.16309
0.61,52,4427.449278
0.0,120,4427.496138
0.5125,65,4427.514117
0.955,6,4427.541725
0.76,32,4427.559295
0.8275,23,4427.590647
0.8725,17,4427.619586
0.8875,15,4427.631301
0.91,12,4427.681258
0.0,120,4427.725179
0.91,12,4427.753357
0.67,44,4427.85399
0.0,120,4427.892317
0.4,80,4427.928049
0.985,2,4427.940652
0.955,6,4427.983192
0.8875,15,4427.99693
0.0,40,4427.99693
0.0,120,4428.004371
0.985,2,4428.016421
0.0,57,4428.016421
0.9475,7,4428.033984
0.9775,3,4428.033984
0.0,120,4428.041324
0.0,120,4428.078428
0.94,8,4428.096238
0.9025,13,4428.102904
0.9625,5,4428.113967
0.8875,15,4428.146989
0.4075,79,4428.173646
0.8875,15,4428.233004
0.835,22,4428.244834
0.745,34,4445.720068
0.6775,43,4445.731111
0.385,82,4445.842013
0.775,30,4445.938419
0.0,120,4445.979355
0.8875,15,4446.031547
0.6475,47,4446.053591
0.25,100,4446.083252
0.8575,19,4446.101492
0.895,14,4446.136226
0.0,20,4446.158154
0.9475,7,4446.182558
0.955,6,4446.19331
0.0,120,4446.215762
0.8125,25,4446.235834
0.9925,1,4446.242586
0.925,10,4446.242586
0.0,120,4446.293915
0.0,32,4446.302393
0.0,120,4446.367865
0.7825,29,4446.379203
0.91,12,4446.379203
0.0,120,4446.446799
0.0,120,4446.46259
0.0,14,4446.47989
0.8725,17,4446.507963
0.58,56,4462.680847
0.0,120,4462.705154
0.955,6,4462.731082
0.9625,5,4462.775022
0.9175,11,4462.845807
0.0,92,4462.954479
0.0,120,4463.118369
0.61,52,4463.174404
0.0,120,4463.188243
0.955,6,4463.224172
0.0,120,4463.268672
0.0,120,4463.316265
0.0,120,4463.331604
0.97,4,4463.346847
0.0,120,4463.346847
0.9925,1,4463.359189
0.8875,15,4463.365286
0.9625,5,4463.372883
0.9925,1,4463.372883
0.0,120,4463.379423
0.9475,7,4463.402493
0.6625,45,4463.420564
0.0,115,4463.44945
0.9025,13,4463.455973
0.655,46,4463.465246
0.94,8,4463.475244
0.8725,17,4483.885557
0.2425,101,4484.01948
0.73,36,4484.01948
0.82,24,4484.027586
0.9325,9,4484.09076
0.655,46,4484.120599
0.8275,23,4484.174549
0.6325,49,4484.221684
0.3475,87,4484.221684
0.8875,15,4484.237193
0.7,40,4484.32518
0.9175,11,4484.333339
0.52,64,4484.339919
0.79,28,4484.432976
0.43,76,4484.440137
0.8875,15,4484.532881
0.9775,3,4484.554579
0.5125,65,4484.561635
0.955,6,4484.592956
0.0,120,4484.599529
0.9475,7,4484.609198
0.8125,25,4484.609702
0.97,4,4484.638353
0.9625,5,4484.638353
0.6025,53,4484.735114
0.9175,11,4484.789104
0.8725,17,4484.789104
0.0,120,4484.813419
0.88,16,4484.832823
0.4375,75,4484.840388
0.9025,13,4484.860818
0.0,10,4484.875518
0.4975,67,4502.451943
0.82,24,4502.546879
0.7825,29,4502.600447
0.1825,109,4502.600447
0.61,52,4502.631047
0.0,2,4502.631047
0.7,40,4502.650803
0.7375,35,4502.684888
0.5875,55,4502.811049
0.0,120,4502.811049
0.97,4,4502.83925
0.7675,31,4502.856451
0.6775,43,4502.908732
0.97,4,4502.935062
0.8575,19,4502.965153
0.4075,79,4503.086261
0.2125,105,4503.111513
0.4075,79,4503.15716
0.955,6,4503.15716
0.745,34,4503.189141
0.925,10,4503.223092
0.3175,91,4503.241694
0.9325,9,4503.254372
0.955,6,4503.267615
0.0,120,4503.267615
0.985,2,4503.267615
0.97,4,4503.316429
0.925,10,4523.974467
0.7825,29,4524.006969
0.9475,7,4524.033916
0.88,16,4524.054749
0.97,4,4524.079501
0.91,12,4524.08662
0.9775,3,4524.105024
0.9625,5,4524.127073
0.0,120,4524.148438
0.94,8,4524.165234
0.52,64,4524.189994
0.8275,23,4524.20614
0.8875,15,4524.267797
0.61,52,4524.294851
0.0,120,4524.294851
0.8125,25,4524.320848
0.0,120,4524.359336
0.97,4,4524.359336
0.9775,3,4524.385815
0.7825,29,4524.43708
0.0,120,4524.446622
0.9175,11,4524.446622
0.9175,11,4524.469324
0.9475,7,4524.513757
0.775,30,4524.628279
0.9925,1,4524.634774
0.0,120,4524.767002
0.49,68,4524.793546
0.55,60,4524.854179
0.52,64,4524.884696
0.9625,5,4524.892793
0.9475,7,4542.967628
0.28,96,4542.990467
0.955,6,4543.026845
0.0,120,4543.071699
0.0,120,4543.097799
0.9325,9,4543.112797
0.8875,15,4543.183412
0.0,120,4543.199193
0.3025,93,4543.209239
0.9775,3,4543.209239
0.8275,23,4543.262528
0.6475,47,4543.262528
0.5125,65,4543.289678
0.0,100,4543.397641
0.805,26,4543.46783
0.3025,93,4543.474453
0.5725,57,4543.51905
0.0,48,4543.612033
0.985,2,4543.628722
0.64,48,4543.699769
0.8125,25,4543.709594
0.9325,9,4543.769549
0.0,120,4543.890794
0.5125,65,4563.649452
0.7375,35,4563.667914
0.49,68,4563.719224
0.955,6,4563.766162
0.82,24,4563.783722
0.13,116,4563.80405
0.0,120,4563.834853
0.7825,29,4563.867339
0.88,16,4563.874178
0.565,58,4563.89358
0.0,120,4563.900739
0.7075,39,4563.941872
0.91,12,4563.982513
0.8725,17,4563.989999
0.925,10,4564.005489
0.865,18,4564.033962
0.145,114,4564.116223
0.76,32,4564.142827
0.865,18,4564.151061
0.76,32,4564.168697
0.58,56,4564.213308
0.0,120,4564.227515
0.9775,3,4564.249494
0.8725,17,4564.283664
0.85,20,4564.304708
0.9175,11,4564.372301
0.835,22,4564.416669
0.79,28,4564.424666
0.73,36,4564.453268
0.5125,65,4564.479349
0.3475,87,4564.479349
0.955,6,4564.479349
0.9925,1,4564.49035
0.9625,5,4564.527884
0.6025,53,4564.535386
0.9175,11,4564.541881
0.865,18,4582.174786
0.8575,19,4582.235073
0.9175,11,4582.33214
0.685,42,4582.435225
0.8875,15,4582.461248
0.0,120,4582.474283
0.0,120,4582.492994
0.0,58,4582.503114
0.685,42,4582.516592
0.91,12,4582.56343
0.925,10,4582.571921
0.3775,83,4582.592608
0.97,4,4582.592608
0.9325,9,4582.664823
0.79,28,4582.720566
0.8725,17,4582.796509
0.0,120,4582.812543
0.9325,9,4582.877231
0.64,48,4582.88823
0.0,120,4582.926811
0.9625,5,4582.965808
0.8275,23,4582.975116
0.55,60,4583.027857
0.9325,9,4583.027857
0.0,120,4583.035361
0.0,120,4601.124591
0.0,120,4601.159391
0.97,4,4601.159391
0.505,66,4601.169745
0.655,46,4601.169745
0.2275,103,4601.169745
0.91,12,4601.249271
0.9175,11,4601.249271
0.91,12,4601.259497
0.9925,1,4601.260022
0.415,78,4601.270455
0.2275,103,4601.289233
0.97,4,4601.289233
0.8725,17,4601.296553
0.955,6,4601.296553
0.865,18,4601.296553
0.9925,1,4601.306272
0.4975,67,4601.329308
0.505,66,4601.329308
0.97,4,4601.353898
0.925,10,4601.360884
0.91,12,4601.380106
0.97,4,4601.397339
0.8875,15,4601.414503
0.895,14,4601.414503
0.3175,91,4601.455343
0.8425,21,4601.461844
0.85,20,4601.483804
0.9475,7,4601.506173
0.8875,15,4601.534032
0.91,12,4601.553006
0.9175,11,4601.565485
0.82,24,4601.578543
0.9325,9,4601.609275
0.7675,31,4601.63373
0.6325,49,4601.65338
0.9175,11,4601.669871
0.9175,11,4601.707335
0.91,12,4601.726199
0.835,22,4601.744516
0.88,16,4601.849356
0.7225,37,4617.004039
0.64,48,4617.1113
0.865,18,4617.1113
0.2875,95,4617.132703
0.9775,3,4617.137842
0.6325,49,4617.144817
0.97,4,4617.163976
0.9175,11,4617.189063
0.0,120,4617.213164
0.955,6,4617.227144
0.28,96,4617.295475
0.9775,3,4617.315177
0.8725,17,4617.322124
0.0,120,4617.334783
0.9775,3,4617.334783
0.0,120,4617.438674
0.88,16,4617.486049
0.0,120,4617.553417
0.7825,29,4617.577731
0.91,12,4617.588063
0.4825,69,4617.638083
0.2275,103,4617.686424
0.82,24,4617.734688
0.3925,81,4617.752917
0.97,4,4617.759187
0.415,78,4617.799705
0.94,8,4617.811126
0.655,46,4617.852535
0.6625,45,4636.139231
0.76,32,4636.16758
0.13,116,4636.16758
0.43,76,4636.181691
0.9775,3,4636.18831
0.895,14,4636.23913
0.76,32,4636.286531
0.0,120,4636.441413
0.685,42,4636.516454
0.2275,103,4636.523724
0.91,12,4636.531691
0.655,46,4636.531691
0.7675,31,4636.537728
0.0,74,4636.569946
0.985,2,4636.586406
0.805,26,4636.728109
0.0,120,4636.754097
0.76,32,4636.763549
0.9325,9,4636.799163
0.9475,7,4636.820299
0.955,6,4636.842396
0.67,44,4636.842396
0.6475,47,4636.892986
0.985,2,4636.90939
0.865,18,4636.90939
0.0,120,4636.90939
0.91,12,4636.943741
0.85,20,4636.980055
0.5425,61,4636.9874
0.595,54,4636.998139
0.0,120,4656.003066
0.0,120,4656.058123
0.7075,39,4656.089293
0.6925,41,4656.170914
0.82,24,4656.177444
0.9775,3,4656.19058
0.9175,11,4656.251796
0.8125,25,4656.257779
0.5875,55,4656.269776
0.4975,67,4656.277761
0.94,8,4656.305241
0.385,82,4656.37407
0.37,84,4656.431983
0.7225,37,4656.542404
0.0,21,4656.586209
0.0,120,4656.60589
0.0,120,4656.755789
0.25,100,4656.776339
0.82,24,4656.791488
0.6625,45,4656.865368
0.505,66,4656.865368
0.97,4,4676.680104
0.7975,27,4676.740783
0.775,30,4676.740783
0.2875,95,4676.769331
0.8575,19,4676.805749
0.925,10,4676.811867
0.9475,7,4676.819546
0.0,120,4676.826854
0.805,26,4676.826854
0.0,41,4676.853891
0.8575,19,4676.87172
0.0,120,4676.893795
0.9025,13,4676.893795
0.0,120,4676.9278
0.9775,3,4676.95782
0.865,18,4676.964547
0.9775,3,4676.981277
0.85,20,4676.987918
0.0,4,4677.019445
0.895,14,4677.019445
0.9775,3,4677.036822
0.7375,35,4677.09238
0.7975,27,4677.157843
0.85,20,4677.175355
0.0,120,4677.253863
0.8425,21,4677.253863
0.895,14,4677.268456
0.9775,3,4677.275078
0.715,38,4677.293201
0.9625,5,4677.304682
0.0,61,4677.316172
0.61,52,4677.35923
0.88,16,4677.379881
0.97,4,4677.387207
0.985,2,4677.405972
0.835,22,4677.413684
0.3925,81,4677.424978
0.985,2,4677.424978
0.9925,1,4677.43921
0.9625,5,4677.470994
0.0,14,4677.521556
0.8725,17,4677.534041
0.9175,11,4693.869702
0.8425,21,4693.923787
0.8875,15,4693.969193
0.0,120,4694.013577
0.0,120,4694.034069
0.88,16,4694.034069
0.37,84,4694.043081
0.9625,5,4694.051076
0.55,60,4694.063563
0.4825,69,4694.063563
0.43,76,4694.107598
0.9025,13,4694.127909
0.0,62,4694.15781
0.88,16,4694.199252
0.925,10,4694.199252
0.0,33,4694.286424
0.88,16,4694.299412
0.2125,105,4694.306401
0.7525,33,4694.306401
0.73,36,4694.317405
0.94,8,4694.343872
0.97,4,4694.343872
0.6775,43,4694.351617
0.5875,55,4694.371366
0.7375,35,4694.410823
0.94,8,4694.432409
0.985,2,4694.450766
0.85,20,4694.460375
0.8875,15,4694.460375
0.0,22,4694.474009
0.9175,11,4694.500424
0.7975,27,4694.550367
0.94,8,4694.55793
0.67,44,4694.662129
0.7825,29,4694.676844
0.7,40,4694.72764
0.97,4,4694.763221
0.0,14,4694.774988
0.805,26,4709.816082
0.8275,23,4709.907042
0.775,30,4709.936846
0.0,120,4709.954829
0.925,10,4709.974311
0.9475,7,4710.085697
0.0,120,4710.085697
0.94,8,4710.145653
0.97,4,4710.154156
0.985,2,4710.163424
0.0,26,4710.251162
0.0,120,4710.251162
0.3325,89,4710.277662
0.955,6,4710.291064
0.865,18,4710.297724
0.9775,3,4710.297724
0.955,6,4710.339362
0.9925,1,4710.348045
0.0,27,4710.356593
0.9925,1,4710.363097
0.895,14,4710.387068
0.0,120,4710.393563
0.0,120,4710.393563
0.9625,5,4710.435481
0.9025,13,4710.45645
0.9025,13,4710.472285
0.0,8,4710.507367
0.0,120,4710.516651
0.955,6,4710.52748
0.8575,19,4710.577425
0.9025,13,4710.627358
0.0,64,4710.650831
0.8875,15,4710.67827
0.0,25,4710.699759
0.9925,1,4710.715714
0.0,47,4710.726209
0.0,36,4710.765034
0.97,4,4710.765034
0.7975,27,4710.7968
0.9625,5,4710.807023
0.985,2,4710.838791
0.9025,13,4710.877929
0.0,120,4725.659251
0.895,14,4725.672889
0.97,4,4725.69511
0.85,20,4725.714235
0.9625,5,4725.714235
0.835,22,4725.763243
0.9325,9,4725.779148
0.9625,5,4725.800187
0.595,54,4725.849636
0.91,12,4725.85938
0.9775,3,4725.881643
0.58,56,4725.881643
0.9625,5,4725.88942
0.9025,13,4725.88942
0.9775,3,4725.900748
0.0,120,4725.963508
0.7825,29,4726.05918
0.9775,3,4726.077235
0.745,34,4726.084846
0.9625,5,4726.123827
0.955,6,4726.123827
0.805,26,4726.129323
0.7,40,4726.147885
0.4525,73,4726.182067
0.925,10,4726.182067
0.925,10,4726.207988
0.0,120,4726.215063
0.88,16,4726.227079
0.9775,3,4726.26878
0.0,120,4726.275526
0.9775,3,4726.296167
0.925,10,4726.315028
0.91,12,4726.325954
0.985,2,4726.344744
0.0,120,4726.374598
0.97,4,4726.402584
0.91,12,4726.409376
0.79,28,4726.422069
0.8275,23,4726.462056
0.94,8,4726.48266
0.9625,5,4726.50681
0.9775,3,4726.50681
0.1,120,4726.553159
0.7525,33,4726.560756
0.9025,13,4744.682553
0.895,14,4744.682553
0.8425,21,4744.689697
0.97,4,4744.714877
0.49,68,4744.745484
0.0,120,4744.772289
0.34,88,4744.812258
0.8875,15,4744.842977
0.8575,19,4744.842977
0.0,57,4744.849557
0.985,2,4744.856613
0.9325,9,4744.904583
0.88,16,4744.910571
0.9925,1,4744.910571
0.8875,15,4744.93276
0.0,20,4744.977746
0.9475,7,4745.033845
0.28,96,4745.048309
0.295,94,4745.084588
0.9325,9,4745.100569
0.5875,55,4745.125421
0.8725,17,4745.136754
0.9775,3,4745.142648
0.0,37,4745.150123
0.0,12,4745.16139
0.0,4,4745.169306
0.9775,3,4745.185002
0.4225,77,4745.191157
0.955,6,4745.207772
0.9775,3,4745.226223
0.6325,49,4745.236281
0.895,14,4745.243089
0.82,24,4745.263692
0.9625,5,4745.263692
0.625,50,4745.274951
0.9025,13,4745.283034
0.9475,7,4745.289495
0.31,92,4745.29704
