#{"t_start": 1769553017.487848, "env_id": "None"}
r,l,t
0.9175,11,16692.140885
0.8275,23,16692.160299
0.895,14,16692.169196
0.8875,15,16692.181856
0.9775,3,16705.452286
0.79,28,16705.550584
0.0,120,16705.568719
0.805,26,16705.575883
0.7075,39,16705.581985
0.9775,3,16705.595475
0.8875,15,16705.624979
0.7075,39,16705.630181
0.895,14,16705.641488
0.1675,111,16705.661291
0.8725,17,16705.666938
0.8725,17,16705.685255
0.925,10,16705.685255
0.91,12,16705.718968
0.85,20,16705.728293
0.835,22,16705.758941
0.8575,19,16705.766614
0.0,109,16705.77183
0.865,18,16705.783421
0.91,12,16705.790375
0.955,6,16705.795715
0.0,120,16705.800998
0.94,8,16705.834718
0.925,10,16705.839966
0.9925,1,16705.848043
0.8275,23,16705.855322
0.865,18,16705.877621
0.7825,29,16705.909932
0.2125,105,16705.919883
0.8725,17,16705.919883
0.97,4,16705.938861
0.0,57,16705.976899
0.9025,13,16705.976899
0.9925,1,16705.982291
0.79,28,16706.012534
0.9325,9,16706.044675
0.925,10,16706.044675
0.0,120,16706.098073
0.91,12,16706.098073
0.6325,49,16706.104092
0.64,48,16706.104092
0.9625,5,16706.12304
0.9325,9,16719.635327
0.925,10,16719.640608
0.8125,25,16719.649227
0.6625,45,16719.667126
0.9175,11,16719.700015
0.925,10,16719.705738
0.985,2,16719.710775
0.0,47,16719.748552
0.9025,13,16719.762604
0.0,32,16719.76711
0.0,100,16719.77712
0.9325,9,16719.794169
0.415,78,16719.807948
0.955,6,16719.821072
0.1525,113,16719.829355
0.0,7,16719.838372
0.9625,5,16719.851772
0.85,20,16719.861229
0.6775,43,16719.87021
0.895,14,16719.882955
0.8125,25,16719.891655
0.91,12,16719.91644
0.8875,15,16719.922207
0.0,8,16719.922207
0.64,48,16719.931695
0.835,22,16719.940233
0.925,10,16719.940233
0.9625,5,16719.940233
0.82,24,16719.975439
0.925,10,16719.979776
0.94,8,16720.035504
0.9475,7,16720.035504
0.955,6,16720.066234
0.76,32,16720.0877
0.3775,83,16720.163474
0.0,120,16720.169282
0.9775,3,16720.189197
0.925,10,16720.226701
0.0,120,16720.233827
0.9775,3,16720.256425
0.9025,13,16733.416997
0.94,8,16733.426238
0.49,68,16733.440892
0.6625,45,16733.456585
0.985,2,16733.4666
0.94,8,16733.476985
0.46,72,16733.476985
0.5725,57,16733.491601
0.9625,5,16733.4991
0.835,22,16733.528229
0.9325,9,16733.547185
0.9025,13,16733.553543
0.355,86,16733.559689
0.85,20,16733.559689
0.94,8,16733.569663
0.985,2,16733.579996
0.865,18,16733.589999
0.97,4,16733.609205
0.49,68,16733.609205
0.94,8,16733.621921
0.925,10,16733.658337
0.925,10,16733.731014
0.0,120,16733.731014
0.9625,5,16733.758124
0.8725,17,16733.827926
0.0,63,16733.876375
0.88,16,16733.897017
0.925,10,16733.917182
0.4075,79,16733.936021
0.235,102,16733.943459
0.925,10,16733.989572
0.925,10,16733.995203
0.4075,79,16734.007046
0.1975,107,16734.016684
0.925,10,16734.036862
0.46,72,16734.055375
0.9025,13,16750.959382
0.925,10,16750.970251
0.94,8,16750.982675
0.955,6,16750.99391
0.0,117,16751.023376
0.805,26,16751.023376
0.76,32,16751.033815
0.0,120,16751.033815
0.94,8,16751.042194
0.9475,7,16751.071503
0.9325,9,16751.071503
0.925,10,16751.110708
0.9775,3,16751.111716
0.0,120,16751.116868
0.835,22,16751.12765
0.985,2,16751.12765
0.985,2,16751.138457
0.9325,9,16751.156848
0.8575,19,16751.166434
0.9325,9,16751.19077
0.925,10,16751.224511
0.955,6,16751.224511
0.91,12,16751.232158
0.985,2,16751.240794
0.7525,33,16751.26845
0.9175,11,16751.278779
0.9175,11,16751.278779
0.94,8,16751.312339
0.61,52,16751.31783
0.985,2,16751.32298
0.52,64,16751.331393
0.8425,21,16751.336873
0.985,2,16751.345471
0.9475,7,16751.374924
0.805,26,16751.396916
0.7975,27,16751.396916
0.9925,1,16751.402531
0.0,120,16751.407923
0.94,8,16751.418658
0.0,120,16751.431628
0.0,21,16751.431628
0.9475,7,16751.431628
0.9025,13,16751.462669
0.775,30,16751.462669
0.895,14,16751.471744
0.94,8,16751.510953
0.8725,17,16751.510953
0.0,10,16751.510953
0.97,4,16751.530113
0.9475,7,16751.542724
0.9325,9,16751.551146
0.94,8,16751.564034
0.925,10,16751.584462
0.9325,9,16751.617951
0.94,8,16751.626214
0.9925,1,16751.631916
0.94,8,16765.181029
0.9475,7,16765.181029
0.1675,111,16765.217756
0.91,12,16765.217756
0.9325,9,16765.226694
0.0,12,16765.241423
0.0,120,16765.251181
0.955,6,16765.258381
0.9475,7,16765.258381
0.9475,7,16765.279073
0.34,88,16765.293016
0.8875,15,16765.298299
0.9175,11,16765.311888
0.91,12,16765.311888
0.955,6,16765.322456
0.925,10,16765.327908
0.4675,71,16765.327908
0.9625,5,16765.340447
0.865,18,16765.351673
0.0,13,16765.372494
0.94,8,16765.377944
0.9625,5,16765.383029
0.925,10,16765.383029
0.3475,87,16765.399697
0.3625,85,16765.405193
0.8725,17,16765.405193
0.9175,11,16765.42127
0.955,6,16765.431153
0.9175,11,16765.431153
0.94,8,16765.43817
0.9175,11,16765.482632
0.925,10,16765.482632
0.76,32,16765.487733
0.985,2,16765.496495
0.97,4,16765.510908
0.7675,31,16765.524063
0.9325,9,16765.537212
0.0,120,16765.598162
0.9775,3,16765.612556
0.565,58,16765.616711
0.97,4,16765.629674
0.985,2,16765.664653
0.0,36,16765.697746
0.895,14,16765.708913
0.9025,13,16765.765988
0.865,18,16765.784772
0.46,72,16765.794505
0.4,80,16765.803205
0.9475,7,16765.803205
0.8875,15,16779.544722
0.67,44,16779.563567
0.9175,11,16779.597876
0.985,2,16779.611647
0.91,12,16779.626986
0.1375,115,16779.643857
0.6625,45,16779.711971
0.0,120,16779.721268
0.6325,49,16779.746394
0.235,102,16779.751578
0.9625,5,16779.774192
0.9925,1,16779.779519
0.0,120,16779.784867
0.535,62,16779.808509
0.0,120,16779.823098
0.82,24,16779.838012
0.91,12,16779.851686
0.9625,5,16779.90152
0.76,32,16779.912098
0.6025,53,16779.917826
0.9775,3,16779.917826
0.9325,9,16779.960563
0.7975,27,16779.997242
0.6775,43,16779.997242
0.5275,63,16780.002783
0.9325,9,16780.007169
0.7525,33,16780.01268
0.97,4,16780.017775
0.835,22,16780.03311
0.985,2,16780.042812
0.745,34,16780.042812
0.94,8,16780.053476
0.9175,11,16780.069755
0.625,50,16780.069755
0.7525,33,16780.086297
0.8725,17,16780.100127
0.88,16,16780.118042
0.8575,19,16780.132038
0.835,22,16780.149079
0.7825,29,16791.962364
0.895,14,16791.976057
0.97,4,16791.994937
0.61,52,16792.01246
0.0,10,16792.01246
0.0,120,16792.02676
0.9325,9,16792.068082
0.5575,59,16792.171099
0.8575,19,16792.176705
0.5275,63,16792.206795
0.0,76,16792.21638
0.895,14,16792.23835
0.6325,49,16792.260578
0.925,10,16792.265928
0.9475,7,16792.289913
0.895,14,16792.301517
0.7975,27,16792.301517
0.8125,25,16792.323182
0.9175,11,16792.352831
0.8575,19,16792.352831
0.895,14,16792.359686
0.0,102,16792.359686
0.0,120,16792.359686
0.9475,7,16792.389013
0.445,74,16792.389013
0.985,2,16792.39833
0.9175,11,16792.403417
0.0,3,16792.403417
0.82,24,16792.431
0.8575,19,16792.440447
0.9325,9,16792.440447
0.805,26,16792.475287
0.0,120,16792.485622
0.9925,1,16792.492269
0.85,20,16792.497466
0.9775,3,16792.506213
0.67,44,16792.506213
0.9025,13,16792.506213
0.9475,7,16792.534793
0.925,10,16792.550633
0.88,16,16792.550633
0.715,38,16806.38832
0.91,12,16806.437862
0.835,22,16806.437862
0.0,120,16806.445841
0.0,16,16806.48459
0.985,2,16806.493788
0.8275,23,16806.504497
0.76,32,16806.504497
0.925,10,16806.52043
0.9175,11,16806.52912
0.925,10,16806.578317
0.9025,13,16806.583761
0.9475,7,16806.608378
0.925,10,16806.632102
0.2425,101,16806.684179
0.865,18,16806.689408
0.985,2,16806.693747
0.3175,91,16806.71868
0.82,24,16806.736686
0.985,2,16806.746227
0.9325,9,16806.782111
0.835,22,16806.790552
0.985,2,16806.790552
0.97,4,16806.807524
0.8425,21,16806.812771
0.9475,7,16806.836794
0.9325,9,16806.856427
0.0,120,16806.861693
0.715,38,16806.861693
0.34,88,16806.876886
0.835,22,16806.893195
0.97,4,16806.893195
0.91,12,16806.898782
0.3325,89,16806.914555
0.925,10,16806.939262
0.85,20,16806.96853
0.97,4,16806.982605
0.925,10,16806.982605
0.9625,5,16806.992831
0.85,20,16807.005796
0.0,120,16807.010783
0.8275,23,16807.021873
0.9175,11,16807.037505
0.9325,9,16807.037505
0.0,120,16821.45436
0.0,120,16821.465096
0.9175,11,16821.471153
0.8725,17,16821.472157
0.805,26,16821.515286
0.985,2,16821.528408
0.55,60,16821.545671
0.865,18,16821.559318
0.9325,9,16821.573141
0.97,4,16821.577561
0.805,26,16821.589982
0.7975,27,16821.599104
0.895,14,16821.612501
0.88,16,16821.640641
0.8875,15,16821.640641
0.9025,13,16821.653164
0.94,8,16821.679872
0.82,24,16821.697918
0.9925,1,16821.703272
0.985,2,16821.712815
0.9475,7,16821.712815
0.82,24,16821.723513
0.4225,77,16821.728805
0.9325,9,16821.755427
0.82,24,16821.774555
0.9025,13,16821.780979
0.97,4,16821.80291
0.3925,81,16821.812087
0.0,74,16821.818106
0.94,8,16821.823714
0.97,4,16821.827704
0.0,120,16821.864744
0.9625,5,16821.864744
0.835,22,16821.872805
0.9325,9,16821.887907
0.9925,1,16821.894121
0.9625,5,16821.903206
0.9325,9,16821.909636
0.9475,7,16821.914625
0.9625,5,16821.93558
0.8875,15,16821.972584
0.82,24,16821.978339
0.955,6,16822.005515
0.82,24,16822.005515
0.985,2,16822.018796
0.82,24,16822.02854
0.0,120,16822.034633
0.5875,55,16822.04883
0.8875,15,16822.05756
0.925,10,16822.05756
0.955,6,16822.062628
0.9475,7,16822.087424
0.8875,15,16836.081822
0.925,10,16836.086403
0.985,2,16836.091768
0.8575,19,16836.091768
0.9625,5,16836.097235
0.7,40,16836.097235
0.9625,5,16836.11371
0.8575,19,16836.119173
0.8725,17,16836.124394
0.925,10,16836.160053
0.4225,77,16836.166636
0.235,102,16836.17175
0.595,54,16836.18113
0.0,19,16836.185599
0.94,8,16836.208035
0.9925,1,16836.213551
0.835,22,16836.226829
0.0,34,16836.246345
0.805,26,16836.303424
0.7225,37,16836.335318
0.835,22,16836.382557
0.91,12,16836.395606
0.9475,7,16836.406248
0.7675,31,16836.412003
0.535,62,16836.422376
0.5725,57,16836.428106
0.9325,9,16836.441085
0.0,10,16836.455796
0.5875,55,16836.469759
0.9775,3,16836.478102
0.925,10,16836.495434
0.52,64,16836.550021
0.8875,15,16836.555135
0.76,32,16836.567542
0.94,8,16836.593591
0.685,42,16836.607448
0.64,48,16836.612736
0.7525,33,16836.620524
0.955,6,16836.645472
0.9325,9,16836.68522
0.7975,27,16836.68522
0.6475,47,16836.698252
0.0,120,16836.708954
0.835,22,16836.708954
0.7825,29,16836.718251
0.925,10,16850.268699
0.94,8,16850.278542
0.0,75,16850.3246
0.8875,15,16850.3246
0.0,120,16850.334639
0.985,2,16850.334639
0.805,26,16850.348901
0.7975,27,16850.361437
0.9175,11,16850.383411
0.6175,51,16850.424254
0.865,18,16850.443474
0.8875,15,16850.443474
0.775,30,16850.448771
0.8875,15,16850.457817
0.97,4,16850.463483
0.5125,65,16850.500722
0.8875,15,16850.500722
0.925,10,16850.500722
0.7,40,16850.542987
0.925,10,16850.548109
0.865,18,16850.553461
0.85,20,16850.558864
0.9625,5,16850.567171
0.88,16,16850.576118
0.9475,7,16850.584959
0.94,8,16850.584959
0.85,20,16850.593851
0.9625,5,16850.606126
0.91,12,16850.618494
0.9325,9,16850.624256
0.9325,9,16850.660972
0.88,16,16850.665474
0.58,56,16850.675055
0.9325,9,16850.701611
0.925,10,16850.711359
0.76,32,16850.759834
0.9775,3,16850.772791
0.8425,21,16850.778009
0.9775,3,16850.787328
0.8875,15,16850.787328
0.655,46,16850.792579
0.97,4,16850.797723
0.205,106,16850.802887
0.97,4,16850.808033
0.0,23,16850.816624
0.9775,3,16850.821956
0.0,120,16850.840666
0.8875,15,16850.879011
0.8275,23,16864.807956
0.9775,3,16864.822864
0.7825,29,16864.831519
0.9625,5,16864.852728
0.79,28,16864.853742
0.0,20,16864.866459
0.4375,75,16864.879475
0.955,6,16864.905636
0.0,120,16864.911167
0.6325,49,16864.94437
0.9325,9,16864.952894
0.9025,13,16864.966312
0.1375,115,16864.989976
0.9475,7,16864.995487
0.955,6,16865.018366
0.79,28,16865.069599
0.9025,13,16865.078226
0.925,10,16865.109354
0.91,12,16865.126778
0.9625,5,16865.1321
0.9325,9,16865.173361
0.9325,9,16865.180119
0.0,120,16865.235796
0.58,56,16865.277898
0.9925,1,16865.284071
0.265,98,16865.296559
0.8275,23,16865.32311
0.0,120,16865.328898
0.28,96,16865.328898
0.985,2,16865.340912
0.9475,7,16865.352651
0.985,2,16865.352651
0.775,30,16865.366523
0.3925,81,16865.378937
0.9625,5,16865.378937
0.9025,13,16865.403651
0.865,18,16865.427807
0.88,16,16879.545309
0.8875,15,16879.551827
0.9625,5,16879.560684
0.0,120,16879.560684
0.0,120,16879.575005
0.88,16,16879.585105
0.985,2,16879.585105
0.94,8,16879.590711
0.655,46,16879.610806
0.94,8,16879.623856
0.94,8,16879.630445
0.85,20,16879.644234
0.91,12,16879.644234
0.9175,11,16879.664694
0.67,44,16879.664694
0.9925,1,16879.669693
0.8275,23,16879.669693
0.9325,9,16879.681072
0.9925,1,16879.68958
0.9625,5,16879.68958
0.9625,5,16879.694786
0.8575,19,16879.732159
0.97,4,16879.7519
0.0,14,16879.760634
0.7825,29,16879.766263
0.655,46,16879.779144
0.97,4,16879.784602
0.745,34,16879.784602
0.925,10,16879.797273
0.9625,5,16879.806634
0.9325,9,16879.823209
0.955,6,16879.835354
0.8725,17,16879.840836
0.9625,5,16879.853698
0.97,4,16879.86651
0.8725,17,16879.86651
0.715,38,16879.876224
0.9475,7,16879.914898
0.67,44,16879.942265
0.9325,9,16879.951646
0.9325,9,16879.961982
0.85,20,16879.982615
0.8725,17,16879.992385
0.9175,11,16880.002139
0.0,120,16880.030835
0.9325,9,16880.041731
0.76,32,16880.08375
0.415,78,16880.091114
0.61,52,16880.096575
0.0,120,16880.10214
0.88,16,16880.111467
0.97,4,16880.121287
0.9475,7,16880.126318
0.9475,7,16880.142805
0.9625,5,16880.151117
0.895,14,16880.169257
0.67,44,16880.178429
0.94,8,16880.186644
0.9925,1,16880.191808
0.655,46,16893.464731
0.6175,51,16893.511216
0.0,7,16893.511216
0.9925,1,16893.516695
0.8875,15,16893.53362
0.82,24,16893.539201
0.655,46,16893.539201
0.9925,1,16893.544673
0.7525,33,16893.555576
0.9925,1,16893.560895
0.9625,5,16893.560895
0.7375,35,16893.615259
0.8275,23,16893.658596
0.9025,13,16893.690166
0.7975,27,16893.72504
0.985,2,16893.733508
0.4375,75,16893.75738
0.9625,5,16893.75738
0.925,10,16893.762571
0.73,36,16893.76843
0.6175,51,16893.793074
0.82,24,16893.807344
0.9025,13,16893.830321
0.94,8,16893.835678
0.0,120,16893.840807
0.94,8,16893.847253
0.9775,3,16893.847253
0.8275,23,16893.869666
0.4825,69,16893.879091
0.9325,9,16893.887602
0.505,66,16893.892859
0.9175,11,16893.898176
0.9925,1,16893.898176
0.8875,15,16893.914791
0.9625,5,16893.914791
0.91,12,16893.928605
0.895,14,16893.972988
0.88,16,16893.981552
0.82,24,16894.001828
0.94,8,16894.016586
0.0,120,16894.038646
0.5425,61,16894.044945
0.88,16,16894.044945
0.9475,7,16894.05017
0.745,34,16894.074439
0.58,56,16894.087606
0.925,10,16894.087606
0.97,4,16894.105043
0.4225,77,16907.74821
0.88,16,16907.758277
0.9775,3,16907.774703
0.9925,1,16907.780103
0.9475,7,16907.785371
0.8875,15,16907.785371
0.58,56,16907.792782
0.8275,23,16907.792782
0.925,10,16907.798127
0.9775,3,16907.81108
0.9475,7,16907.816602
0.895,14,16907.878318
0.8725,17,16907.892755
0.595,54,16907.922873
0.9775,3,16907.937416
0.0,21,16907.942583
0.7975,27,16907.948604
0.97,4,16907.967801
0.7975,27,16907.973127
0.8575,19,16907.979745
0.9775,3,16907.989691
0.94,8,16908.007942
0.9325,9,16908.022718
0.9475,7,16908.042715
0.655,46,16908.048042
0.895,14,16908.058155
0.82,24,16908.06356
0.0,23,16908.072757
0.0,13,16908.111901
0.0,120,16908.122903
0.8575,19,16908.147347
0.6175,51,16908.158579
0.9925,1,16908.165071
0.91,12,16908.178284
0.8275,23,16908.184541
0.355,86,16908.193244
0.94,8,16908.218091
0.685,42,16908.234636
0.9025,13,16908.246576
0.865,18,16908.256015
0.925,10,16908.276112
0.0,120,16908.291903
0.895,14,16908.325553
0.9325,9,16908.326892
0.0,7,16908.3313
0.8425,21,16908.348575
0.955,6,16908.377074
0.97,4,16908.396097
0.925,10,16908.396097
0.9025,13,16908.414793
0.955,6,16908.423687
0.94,8,16922.421132
0.865,18,16922.437273
0.5425,61,16922.485221
0.925,10,16922.485221
0.7375,35,16922.493816
0.9475,7,16922.514609
0.9325,9,16922.530718
0.9025,13,16922.540012
0.9475,7,16922.577561
0.865,18,16922.597009
0.0,120,16922.615517
0.0,120,16922.621666
0.8425,21,16922.632602
0.895,14,16922.641502
0.91,12,16922.654315
0.6175,51,16922.654315
0.97,4,16922.659696
0.0,120,16922.673148
0.895,14,16922.692786
0.0,120,16922.697956
0.9325,9,16922.704348
0.94,8,16922.704348
0.0,120,16922.713784
0.865,18,16922.723829
0.8275,23,16922.732517
0.9025,13,16922.737917
0.9175,11,16922.758525
0.9775,3,16922.771156
0.9025,13,16922.775284
0.8125,25,16922.784985
0.9775,3,16922.791114
0.97,4,16922.80408
0.8875,15,16922.809411
0.8575,19,16922.843652
0.8725,17,16922.848987
0.9475,7,16922.883984
0.865,18,16922.913488
0.8875,15,16922.931244
0.1825,109,16922.937507
0.805,26,16922.947477
0.925,10,16922.978925
0.895,14,16922.984751
0.9175,11,16922.98886
0.61,52,16923.000573
0.9625,5,16923.006914
0.9175,11,16923.035619
0.6925,41,16923.040855
0.9175,11,16936.818024
0.9175,11,16936.822527
0.895,14,16936.822527
0.9625,5,16936.832013
0.97,4,16936.849083
0.0,74,16936.866512
0.61,52,16936.866512
0.925,10,16936.872156
0.94,8,16936.888371
0.6325,49,16936.898244
0.9775,3,16936.902574
0.9775,3,16936.91779
0.9175,11,16936.91779
0.9625,5,16936.923313
0.985,2,16936.927402
0.895,14,16936.933466
0.805,26,16936.945358
0.9775,3,16936.959054
0.9475,7,16936.967261
0.925,10,16936.977745
0.94,8,16937.000895
0.97,4,16937.019059
0.8575,19,16937.062632
0.7675,31,16937.06803
0.0,120,16937.081544
0.97,4,16937.088246
0.8125,25,16937.088246
0.985,2,16937.096793
0.9475,7,16937.147562
0.9475,7,16937.147562
0.8725,17,16937.208177
0.82,24,16937.224998
0.715,38,16937.237801
0.865,18,16937.243223
0.955,6,16937.253072
0.9775,3,16937.258158
0.505,66,16937.269883
0.985,2,16937.279315
0.955,6,16937.284523
0.9325,9,16937.296146
0.9775,3,16937.309598
0.9475,7,16937.319293
0.0,120,16937.324635
0.8575,19,16937.334122
0.8875,15,16937.355862
0.9175,11,16937.365459
0.9475,7,16937.39351
0.8725,17,16937.405121
0.0,120,16937.415949
0.9625,5,16937.422365
0.895,14,16937.422365
0.0,120,16937.430772
0.565,58,16937.437248
0.955,6,16937.445956
0.9325,9,16951.861621
0.97,4,16951.861621
0.88,16,16951.87868
0.0,120,16951.87868
0.9025,13,16951.889544
0.9775,3,16951.905637
0.94,8,16951.91978
0.925,10,16951.948154
0.8875,15,16951.948154
0.73,36,16951.991196
0.91,12,16951.998683
0.9475,7,16952.052141
0.9775,3,16952.06556
0.0,12,16952.080034
0.805,26,16952.088152
0.3775,83,16952.130263
0.8875,15,16952.151786
0.9625,5,16952.171056
0.0,120,16952.187664
0.4975,67,16952.187664
0.955,6,16952.198792
0.8725,17,16952.203873
0.97,4,16952.220598
0.9475,7,16952.220598
0.9625,5,16952.248105
0.9475,7,16952.257357
0.955,6,16952.274794
0.0,120,16952.302785
0.0,120,16952.383882
0.6775,43,16952.390124
0.655,46,16952.395258
0.9925,1,16952.400363
0.0,120,16952.425073
0.4225,77,16952.434808
0.0,35,16952.465693
0.97,4,16967.523782
0.0,120,16967.553084
0.925,10,16967.553084
0.82,24,16967.582192
0.94,8,16967.590868
0.895,14,16967.615549
0.88,16,16967.655883
0.925,10,16967.664856
0.7975,27,16967.674464
0.0,120,16967.683293
0.0,44,16967.702055
0.955,6,16967.702055
0.9925,1,16967.707592
0.9775,3,16967.716322
0.9325,9,16967.749107
0.9925,1,16967.755819
0.8875,15,16967.755819
0.2725,97,16967.783158
0.1375,115,16967.855441
0.8275,23,16967.896344
0.9475,7,16967.925123
0.55,60,16967.93428
0.6325,49,16967.990139
0.7825,29,16967.997943
0.0,1,16968.007386
0.0,120,16968.032343
0.9475,7,16968.032343
0.0,120,16968.068458
0.85,20,16968.128114
0.7,40,16968.152703
0.8425,21,16968.158044
0.0,120,16982.297109
0.925,10,16982.313029
0.8575,19,16982.322615
0.0,9,16982.361267
0.0,120,16982.384706
0.9025,13,16982.396042
0.0,120,16982.43171
0.0,76,16982.450867
0.97,4,16982.455857
0.0,120,16982.473226
0.97,4,16982.491513
0.4375,75,16982.519678
0.745,34,16982.519678
0.7825,29,16982.525093
0.64,48,16982.530213
0.8425,21,16982.546662
0.9625,5,16982.551805
0.7,40,16982.569054
0.79,28,16982.577648
0.955,6,16982.577648
0.9025,13,16982.582653
0.8275,23,16982.59885
0.97,4,16982.59885
0.88,16,16982.604681
0.955,6,16982.628518
0.9175,11,16982.673254
0.8575,19,16982.684454
0.9475,7,16982.704764
0.8275,23,16982.725935
0.925,10,16982.72723
0.0,120,16982.751582
0.9175,11,16982.776373
0.94,8,16982.790379
0.9625,5,16982.810493
0.79,28,16982.827125
0.1225,117,16982.83174
0.88,16,16982.844556
0.9325,9,16982.85074
0.9325,9,16982.87321
0.955,6,16982.87321
0.0,81,16996.181335
0.9175,11,16996.192097
0.9625,5,16996.214901
0.0,15,16996.221599
0.0,64,16996.221599
0.9475,7,16996.235065
0.955,6,16996.247989
0.0,55,16996.253201
0.715,38,16996.279335
0.9775,3,16996.293221
0.8725,17,16996.298902
0.985,2,16996.312047
0.9475,7,16996.343072
0.805,26,16996.367415
0.7375,35,16996.375867
0.0,120,16996.428214
0.88,16,16996.440856
0.0,120,16996.454084
0.0,120,16996.460245
0.8875,15,16996.466715
0.925,10,16996.488697
0.895,14,16996.499283
0.43,76,16996.507963
0.9925,1,16996.512707
0.865,18,16996.556728
0.985,2,16996.565353
0.9175,11,16996.57102
0.85,20,16996.587432
0.445,74,16996.666351
0.3475,87,16996.683233
0.0,6,16996.707047
0.9475,7,16996.736044
0.8575,19,16996.749829
0.655,46,16996.788265
0.0,120,17012.049958
0.0,91,17012.06045
0.865,18,17012.069456
0.49,68,17012.103732
0.895,14,17012.117653
0.9025,13,17012.126026
0.97,4,17012.171172
0.7975,27,17012.19001
0.91,12,17012.20017
0.9175,11,17012.205935
0.9625,5,17012.229648
0.9175,11,17012.234794
0.895,14,17012.259058
0.13,116,17012.271672
0.0,120,17012.284497
0.9475,7,17012.290849
0.88,16,17012.304452
0.0,120,17012.328972
0.79,28,17012.344838
0.94,8,17012.38193
0.835,22,17012.396424
0.0,120,17012.402461
0.9475,7,17012.417316
0.835,22,17012.417316
0.97,4,17012.423853
0.97,4,17012.445173
0.925,10,17012.455771
0.9475,7,17012.461416
0.64,48,17012.47287
0.955,6,17012.489904
0.955,6,17012.502789
0.8275,23,17012.581719
0.0,120,17012.616089
0.73,36,17012.634983
0.8425,21,17012.708327
0.6775,43,17012.727697
0.0,120,17025.879818
0.94,8,17025.894654
0.37,84,17025.894654
0.325,90,17025.904398
0.9775,3,17025.910633
0.9475,7,17025.910633
0.9325,9,17025.924194
0.9325,9,17025.93895
0.925,10,17025.957521
0.715,38,17025.966557
0.8575,19,17025.994906
0.0,22,17026.004421
0.865,18,17026.004421
0.955,6,17026.023685
0.88,16,17026.039587
0.61,52,17026.051289
0.7675,31,17026.079211
0.8725,17,17026.084615
0.9175,11,17026.098128
0.0,120,17026.098128
0.82,24,17026.131929
0.925,10,17026.140846
0.8575,19,17026.169652
0.925,10,17026.178739
0.0,120,17026.178739
0.97,4,17026.189456
0.9475,7,17026.210307
0.9475,7,17026.218793
0.5575,59,17026.224373
0.0,1,17026.229445
0.9775,3,17026.234582
0.0,120,17026.243443
0.9475,7,17026.261742
0.955,6,17026.275615
0.925,10,17026.339569
0.715,38,17026.339569
0.9775,3,17026.353501
0.7375,35,17026.411061
0.91,12,17026.429146
0.9625,5,17026.458514
0.925,10,17026.467699
0.8275,23,17026.47285
0.4,80,17026.498733
0.9625,5,17026.498733
0.97,4,17026.517571
0.91,12,17026.517571
0.9625,5,17041.146116
0.22,104,17041.159291
0.3325,89,17041.18293
0.925,10,17041.23606
0.85,20,17041.241181
0.8725,17,17041.250438
0.8275,23,17041.25946
0.0,120,17041.278422
0.9025,13,17041.31108
0.8725,17,17041.341141
0.7,40,17041.356194
0.835,22,17041.362776
0.9175,11,17041.369757
0.94,8,17041.405975
0.8125,25,17041.410994
0.91,12,17041.427815
0.0,120,17041.452999
0.865,18,17041.461317
0.9175,11,17041.480485
0.0,120,17041.536846
0.0,120,17041.564615
0.3325,89,17041.580096
0.9025,13,17041.599254
0.9925,1,17041.604654
0.925,10,17041.625048
0.925,10,17041.651109
0.7075,39,17041.682483
0.595,54,17041.694867
0.82,24,17041.7271
0.9175,11,17041.7271
0.9175,11,17041.742646
0.7975,27,17041.770838
0.9025,13,17041.791566
0.895,14,17041.795683
0.6025,53,17057.067397
0.4675,71,17057.067397
0.9625,5,17057.080481
0.94,8,17057.102077
0.8575,19,17057.119114
0.91,12,17057.124251
0.925,10,17057.129841
0.9625,5,17057.129841
0.0,120,17057.135252
0.9025,13,17057.179945
0.8725,17,17057.193302
0.8875,15,17057.193302
0.6925,41,17057.193302
0.0,120,17057.198964
0.9925,1,17057.198964
0.865,18,17057.211705
0.9325,9,17057.232707
0.9325,9,17057.297043
0.9475,7,17057.30248
0.0,120,17057.320564
0.13,116,17057.330836
0.8425,21,17057.348303
0.9625,5,17057.354439
0.0,28,17057.377625
0.865,18,17057.385096
0.745,34,17057.401697
0.955,6,17057.408299
0.865,18,17057.432096
0.79,28,17057.432096
0.9025,13,17057.446058
0.9325,9,17057.453042
0.9625,5,17057.469254
0.9925,1,17057.474899
0.8725,17,17057.484684
0.8875,15,17057.505695
0.955,6,17057.510208
0.985,2,17057.519968
0.0,23,17057.541043
0.97,4,17057.561963
0.9325,9,17057.561963
0.985,2,17057.570946
0.94,8,17057.606817
0.9025,13,17057.619565
0.0,120,17057.652764
0.655,46,17057.663365
0.6625,45,17057.680579
0.0,120,17071.38301
0.7825,29,17071.390328
0.7975,27,17071.419087
0.835,22,17071.436825
0.8425,21,17071.437339
0.8575,19,17071.447976
0.265,98,17071.458821
0.97,4,17071.458821
0.94,8,17071.458821
0.0,120,17071.4855
0.955,6,17071.496316
0.88,16,17071.50142
0.9775,3,17071.506582
0.9925,1,17071.506582
0.88,16,17071.52403
0.94,8,17071.542284
0.8575,19,17071.553913
0.97,4,17071.574933
0.85,20,17071.588482
0.0,120,17071.598112
0.88,16,17071.605037
0.9775,3,17071.609664
0.7,40,17071.653653
0.7825,29,17071.72629
0.0,120,17071.747339
0.9625,5,17071.747339
0.955,6,17071.773428
0.9325,9,17071.789545
