#{"t_start": 1769548066.3942976, "env_id": "None"}
r,l,t
0.9175,11,3585.516486
0.4375,75,3585.51913
0.9475,7,3585.529645
0.34,88,3585.576673
0.79,28,3585.579294
0.0,120,3585.594023
0.295,94,3593.583009
0.475,70,3593.593948
0.9475,7,3593.61106
0.9775,3,3593.618123
0.0,64,3593.618154
0.0,90,3593.622935
0.85,20,3593.630192
0.9775,3,3593.63724
0.0,120,3593.642155
0.9025,13,3593.649243
0.925,10,3593.659858
0.8575,19,3593.662489
0.0,120,3593.662516
0.985,2,3593.668037
0.88,16,3593.693947
0.805,26,3593.698363
0.7975,27,3593.725994
0.0,120,3593.732806
0.3775,83,3593.73632
0.97,4,3593.743149
0.73,36,3593.751898
0.0,120,3593.754371
0.3025,93,3593.757632
0.9925,1,3593.757659
0.82,24,3593.760285
0.0,120,3593.768874
0.94,8,3593.772139
0.955,6,3593.77475
0.295,94,3593.779356
0.9775,3,3593.782196
0.9925,1,3593.782225
0.8275,23,3593.790526
0.46,72,3593.793324
0.7,40,3593.79335
0.82,24,3593.8266
0.7675,31,3593.839317
0.67,44,3593.844413
0.37,84,3593.844442
0.985,2,3593.849052
0.985,2,3593.849087
0.6625,45,3601.752494
0.8875,15,3601.752544
0.9325,9,3601.763374
0.94,8,3601.771983
0.8275,23,3601.792589
0.6175,51,3601.799138
0.5725,57,3601.801786
0.9475,7,3601.808458
0.8575,19,3601.812869
0.4525,73,3601.815586
0.9475,7,3601.824288
0.5275,63,3601.82686
0.9325,9,3601.833737
0.94,8,3601.833768
0.9325,9,3601.846614
0.955,6,3601.846668
0.9025,13,3601.853664
0.805,26,3601.860322
0.835,22,3601.883881
0.9775,3,3601.890725
0.0,120,3601.893447
0.5275,63,3601.904788
0.9775,3,3601.9118
0.5875,55,3601.924646
0.9775,3,3601.931067
0.9775,3,3601.937636
0.6925,41,3601.940255
0.8875,15,3601.9449
0.0,120,3601.944927
0.82,24,3601.944941
0.715,38,3601.948205
0.0,120,3601.954971
0.91,12,3601.974878
0.895,14,3601.979575
0.0,68,3602.00692
0.0,120,3602.009517
0.7675,31,3602.016939
0.8575,19,3602.02161
0.9775,3,3602.024269
0.565,58,3602.030977
0.0,120,3602.031009
0.985,2,3602.036236
0.7075,39,3602.040901
0.97,4,3602.040929
0.7075,39,3602.043706
0.94,8,3602.043734
0.9325,9,3610.695791
0.9625,5,3610.706532
0.7975,27,3610.71101
0.9325,9,3610.727436
0.7225,37,3610.732873
0.2125,105,3610.739835
0.88,16,3610.766053
0.4375,75,3610.78911
0.4675,71,3610.833135
0.0,120,3610.848
0.5875,55,3610.855406
0.9175,11,3610.858044
0.745,34,3610.862793
0.0,120,3610.86537
0.3475,87,3610.872536
0.9325,9,3610.877258
0.5875,55,3610.886234
0.9325,9,3610.896964
0.2425,101,3610.901759
0.82,24,3610.912184
0.925,10,3610.923431
0.0,120,3610.926071
0.895,14,3610.931143
0.8575,19,3610.931173
0.9625,5,3610.940677
0.0,120,3610.949201
0.6625,45,3610.966306
0.67,44,3610.966336
0.8725,17,3619.298907
0.0,120,3619.29898
0.8275,23,3619.299
0.985,2,3619.308364
0.9775,3,3619.312176
0.9625,5,3619.323782
0.91,12,3619.323831
0.0,120,3619.323847
0.9475,7,3619.335428
0.8125,25,3619.340059
0.7375,35,3619.344492
0.9475,7,3619.344519
0.9475,7,3619.351132
0.9625,5,3619.35563
0.88,16,3619.364293
0.925,10,3619.366909
0.85,20,3619.373692
0.97,4,3619.382514
0.7675,31,3619.382546
0.895,14,3619.390129
0.88,16,3619.390163
0.9775,3,3619.392983
0.9025,13,3619.397641
0.955,6,3619.404288
0.0,4,3619.41342
0.0,86,3619.443284
0.0,49,3619.449691
0.385,82,3619.449718
0.0,120,3619.456352
0.9475,7,3619.459861
0.7225,37,3619.466427
0.9775,3,3619.466454
0.97,4,3619.4751
0.9325,9,3619.477825
0.0,120,3619.48059
0.94,8,3619.497012
0.865,18,3619.509615
0.6025,53,3619.509652
0.9775,3,3619.516716
0.0,30,3619.521407
0.91,12,3619.53587
0.52,64,3619.554598
0.9175,11,3619.559261
0.0,120,3619.571983
0.97,4,3619.581367
0.775,30,3619.58629
0.8425,21,3627.088188
0.8125,25,3627.092873
0.97,4,3627.10203
0.9325,9,3627.108624
0.475,70,3627.117102
0.8275,23,3627.119788
0.0,120,3627.119815
0.1825,109,3627.123054
0.9475,7,3627.125672
0.91,12,3627.130435
0.97,4,3627.130462
0.445,74,3627.130476
0.9925,1,3627.134527
0.94,8,3627.142403
0.0,120,3627.147042
0.9025,13,3627.162182
0.385,82,3627.165158
0.8875,15,3627.169881
0.8575,19,3627.172435
0.9775,3,3627.177016
0.9775,3,3627.179574
0.0,54,3627.190067
0.9475,7,3627.197258
0.865,18,3627.208266
0.0,120,3627.213181
0.745,34,3627.216539
0.8575,19,3627.227447
0.6775,43,3627.230171
0.9175,11,3627.243525
0.0,22,3627.24825
0.955,6,3627.256742
0.805,26,3627.259453
0.0,120,3627.277614
0.7225,37,3627.296764
0.0,26,3627.303575
0.9025,13,3627.306291
0.985,2,3627.309324
0.7825,29,3627.319912
0.955,6,3627.322659
0.6175,51,3627.325249
0.8575,19,3627.342405
0.0,21,3627.354724
0.8875,15,3627.357412
0.9775,3,3627.362214
0.28,96,3635.337858
0.7675,31,3635.344643
0.0,120,3635.349294
0.985,2,3635.354496
0.1375,115,3635.359248
0.4975,67,3635.359275
0.3925,81,3635.363874
0.7525,33,3635.366923
0.9775,3,3635.36695
0.9625,5,3635.366965
0.0,120,3635.375779
0.955,6,3635.379036
0.97,4,3635.387936
0.865,18,3635.387964
0.9175,11,3635.395509
0.9775,3,3635.398185
0.0,38,3635.402915
0.895,14,3635.402942
0.97,4,3635.40559
0.8875,15,3635.405617
0.955,6,3635.418287
0.9175,11,3635.422976
0.7975,27,3635.425623
0.9625,5,3635.430212
0.8875,15,3635.436925
0.9625,5,3635.436953
0.9625,5,3635.447952
0.8575,19,3635.447982
0.0,120,3635.45477
0.9025,13,3635.460116
0.97,4,3635.469161
0.925,10,3635.471956
0.5725,57,3635.474475
0.0,4,3635.48109
0.8725,17,3635.487912
0.925,10,3635.501254
0.8575,19,3635.50425
0.8875,15,3635.50909
0.9775,3,3635.50912
0.625,50,3635.511912
0.925,10,3635.51654
0.925,10,3635.531229
0.925,10,3635.533877
0.88,16,3635.555194
0.0,120,3635.557864
0.835,22,3635.563057
0.8575,19,3635.580067
0.9325,9,3635.582664
0.0,120,3635.595181
0.9325,9,3635.605579
0.9625,5,3635.608271
0.955,6,3635.618642
0.61,52,3635.627265
0.94,8,3643.438032
0.0,120,3643.457052
0.8275,23,3643.464292
0.9175,11,3643.464327
0.2275,103,3643.474533
0.0,44,3643.47456
0.0,120,3643.479094
0.0,120,3643.498185
0.4675,71,3643.511339
0.835,22,3643.511376
0.2125,105,3643.519736
0.0,28,3643.524432
0.7975,27,3643.532722
0.7975,27,3643.537341
0.85,20,3643.541849
0.7675,31,3643.541876
0.895,14,3643.541891
0.0,87,3643.544524
0.955,6,3643.549136
0.9775,3,3643.552107
0.97,4,3643.556766
0.85,20,3643.559488
0.445,74,3643.568808
0.955,6,3643.581838
0.8875,15,3643.584569
0.955,6,3643.597638
0.76,32,3643.600484
0.0,120,3643.602984
0.985,2,3643.60818
0.955,6,3643.620761
0.9325,9,3643.620795
0.9025,13,3643.627479
0.775,30,3643.627513
0.9775,3,3643.627531
0.985,2,3643.632117
0.9775,3,3643.638884
0.8125,25,3643.638911
0.895,14,3643.653935
0.5575,59,3643.658937
0.895,14,3643.671747
0.0,17,3643.678352
0.5425,61,3643.681019
0.0,63,3643.695702
0.775,30,3643.695735
0.985,2,3643.70045
0.925,10,3643.721615
0.865,18,3651.14465
0.7675,31,3651.151292
0.9925,1,3651.153989
0.0,120,3651.154024
0.6625,45,3651.154041
0.8275,23,3651.174863
0.865,18,3651.195006
0.6625,45,3651.197909
0.91,12,3651.204455
0.82,24,3651.20903
0.0,48,3651.211642
0.9325,9,3651.224319
0.94,8,3651.229357
0.1675,111,3651.234234
0.97,4,3651.234262
0.0,120,3651.243076
0.0,120,3651.243104
0.835,22,3651.258688
0.9175,11,3651.258719
0.73,36,3651.275217
0.8875,15,3651.275246
0.88,16,3651.277812
0.8275,23,3651.280688
0.985,2,3651.283501
0.535,62,3651.283527
0.88,16,3651.296576
0.91,12,3651.311234
0.9025,13,3651.313806
0.4675,71,3651.316491
0.85,20,3651.323341
0.895,14,3651.32798
0.9475,7,3651.332608
0.955,6,3651.341364
0.1075,119,3651.347754
0.88,16,3651.350377
0.31,92,3651.354844
0.85,20,3651.357467
0.88,16,3651.360091
0.715,38,3651.364718
0.9475,7,3651.364746
0.8725,17,3651.371884
0.955,6,3651.38459
0.0,55,3651.384617
0.8725,17,3651.391558
0.7975,27,3651.404467
0.8125,25,3651.413328
0.2875,95,3651.416095
0.805,26,3651.424803
0.9175,11,3658.86719
0.925,10,3658.867239
0.7975,27,3658.876225
0.9775,3,3658.882844
0.7675,31,3658.885428
0.985,2,3658.888001
0.805,26,3658.892876
0.67,44,3658.895799
0.8875,15,3658.902298
0.9775,3,3658.909091
0.34,88,3658.91383
0.16,112,3658.920449
0.91,12,3658.920479
0.88,16,3658.923322
0.955,6,3658.923349
0.9775,3,3658.927937
0.79,28,3658.93543
0.9325,9,3658.944373
0.8425,21,3658.968263
0.865,18,3658.971035
0.865,18,3658.975806
0.88,16,3658.97584
0.5725,57,3658.990869
0.7975,27,3658.990897
0.925,10,3658.997612
0.805,26,3659.006234
0.895,14,3659.021034
0.82,24,3659.021062
0.7825,29,3659.036314
0.0,120,3659.06553
0.6925,41,3659.065566
0.0,120,3659.069065
0.8875,15,3659.069099
0.415,78,3659.072394
0.9475,7,3659.085262
0.94,8,3659.08529
0.9475,7,3659.087963
0.0,120,3659.098791
0.9775,3,3659.106281
0.0,2,3659.110721
0.595,54,3659.113897
0.6175,51,3659.113924
0.835,22,3659.120555
0.8575,19,3659.131103
0.835,22,3659.137976
0.91,12,3659.142542
0.9625,5,3659.14526
0.925,10,3659.167326
0.8875,15,3666.607815
0.835,22,3666.607886
0.0,120,3666.612534
0.9475,7,3666.623479
0.8575,19,3666.641481
0.37,84,3666.648009
0.37,84,3666.648036
0.4975,67,3666.65465
0.88,16,3666.657247
0.94,8,3666.660024
0.9475,7,3666.674588
0.0,71,3666.684244
0.8875,15,3666.684283
0.7525,33,3666.687056
0.9925,1,3666.689807
0.625,50,3666.694742
0.97,4,3666.694775
0.88,16,3666.697825
0.9325,9,3666.700455
0.985,2,3666.704993
0.9325,9,3666.707693
0.8125,25,3666.710207
0.9325,9,3666.712862
0.9775,3,3666.71785
0.9775,3,3666.720428
0.0,120,3666.720455
0.9175,11,3666.725725
0.4375,75,3666.725752
0.9475,7,3666.725767
0.9925,1,3666.728305
0.9025,13,3666.736851
0.8575,19,3666.741881
0.8575,19,3666.741915
0.9175,11,3666.744545
0.91,12,3666.755085
0.9775,3,3666.761891
0.85,20,3666.766513
0.88,16,3666.786271
0.8575,19,3666.790971
0.9175,11,3666.793486
0.9775,3,3666.798318
0.7525,33,3666.80714
0.8875,15,3666.807169
0.9625,5,3666.809791
0.97,4,3666.816324
0.9625,5,3666.819063
0.685,42,3666.82374
0.8725,17,3666.832328
0.0,120,3666.832355
0.9175,11,3666.84719
0.85,20,3666.853995
0.9175,11,3666.856811
0.9475,7,3666.86332
0.82,24,3666.87008
0.88,16,3666.890615
0.0,120,3666.890658
0.49,68,3666.898601
0.97,4,3666.901473
0.955,6,3674.562519
0.8275,23,3674.567091
0.8425,21,3674.569721
0.8725,17,3674.579933
0.955,6,3674.57996
0.0,120,3674.590113
0.3475,87,3674.595367
0.985,2,3674.595406
0.0,12,3674.595422
0.925,10,3674.602125
0.925,10,3674.602152
0.9475,7,3674.610992
0.9325,9,3674.615527
0.895,14,3674.628133
0.355,86,3674.632976
0.535,62,3674.64816
0.0,120,3674.655084
0.8575,19,3674.660228
0.805,26,3674.662954
0.625,50,3674.665955
0.955,6,3674.670397
0.985,2,3674.674967
0.9625,5,3674.674994
0.97,4,3674.683357
0.8725,17,3674.698238
0.835,22,3674.698264
0.9475,7,3674.713088
0.8575,19,3674.715847
0.9025,13,3674.728334
0.7525,33,3674.740512
0.415,78,3674.740552
0.0,120,3674.743194
0.9025,13,3674.746494
0.0,120,3674.757576
0.955,6,3674.760792
0.0,70,3674.765291
0.8575,19,3674.77456
0.9475,7,3674.781252
0.6775,43,3674.78377
0.985,2,3674.786299
0.955,6,3674.78922
0.775,30,3674.789247
0.9625,5,3674.800009
0.8125,25,3674.802672
0.9175,11,3674.816054
0.7675,31,3674.818917
0.895,14,3674.821554
0.94,8,3674.83667
0.8875,15,3674.843823
0.2725,97,3681.827754
0.8575,19,3681.827806
0.7675,31,3681.830424
0.9775,3,3681.835248
0.895,14,3681.839817
0.745,34,3681.848455
0.775,30,3681.85495
0.0,120,3681.859723
0.895,14,3681.864738
0.9475,7,3681.867413
0.9175,11,3681.867441
0.9775,3,3681.87403
0.9625,5,3681.877041
0.0,120,3681.879765
0.85,20,3681.902855
0.7675,31,3681.907736
0.9175,11,3681.926141
0.7825,29,3681.926171
0.925,10,3681.928679
0.325,90,3681.935252
0.94,8,3681.944097
0.7375,35,3681.95503
0.715,38,3681.957654
0.7075,39,3681.963739
0.2125,105,3681.972965
0.8725,17,3681.975598
0.0,120,3681.98882
0.8875,15,3681.994177
0.58,56,3681.994207
0.88,16,3681.994222
0.9775,3,3681.996948
0.9625,5,3682.005449
0.955,6,3682.010208
0.9025,13,3682.023028
0.82,24,3682.029526
0.0,43,3682.068299
0.0,120,3682.073275
0.955,6,3682.082628
0.6925,41,3682.085311
0.7525,33,3682.095683
0.94,8,3682.101112
0.0,120,3682.101152
0.9775,3,3682.104795
0.985,2,3682.10944
0.8875,15,3682.109468
0.9325,9,3690.131576
0.925,10,3690.134317
0.4525,73,3690.138893
0.9175,11,3690.143532
0.9775,3,3690.150094
0.8875,15,3690.152788
0.985,2,3690.155627
0.9175,11,3690.158224
0.9175,11,3690.161441
0.8725,17,3690.196864
0.85,20,3690.201824
0.0,120,3690.212608
0.0,120,3690.217643
0.94,8,3690.217677
0.805,26,3690.225754
0.73,36,3690.228441
0.0,120,3690.235018
0.535,62,3690.244365
0.9925,1,3690.247126
0.9175,11,3690.251822
0.8725,17,3690.256336
0.9475,7,3690.262915
0.1975,107,3690.265581
0.9925,1,3690.268228
0.8725,17,3690.268255
0.8275,23,3690.27285
0.2125,105,3690.285123
0.865,18,3690.295835
0.0,120,3690.298355
0.94,8,3690.303797
0.88,16,3690.303825
0.9925,1,3690.306425
0.97,4,3690.309111
0.9475,7,3690.313572
0.925,10,3690.329449
0.775,30,3690.334125
0.94,8,3690.334153
0.9025,13,3690.338887
0.925,10,3690.355311
0.6625,45,3690.374151
0.925,10,3690.376713
0.0,21,3690.38332
0.9325,9,3690.395934
0.97,4,3690.404727
0.3325,89,3698.108793
0.0,120,3698.123863
0.895,14,3698.123903
0.6325,49,3698.129086
0.9175,11,3698.133584
0.9475,7,3698.140127
0.9925,1,3698.142637
0.13,116,3698.155055
0.91,12,3698.155083
0.8725,17,3698.173729
0.94,8,3698.198493
0.0,120,3698.20542
0.8125,25,3698.213523
0.97,4,3698.218407
0.0,120,3698.225027
0.925,10,3698.235973
0.0,120,3698.240424
0.9175,11,3698.243643
0.94,8,3698.243672
0.925,10,3698.262626
0.9175,11,3698.272167
0.895,14,3698.281385
0.0,120,3698.288089
0.0,120,3698.30553
0.865,18,3698.312557
0.8725,17,3698.319157
0.76,32,3698.321693
0.94,8,3698.324396
0.88,16,3698.324423
0.97,4,3698.331227
0.46,72,3698.339905
0.9175,11,3698.348664
0.0,120,3698.353459
0.0,120,3698.363166
0.9175,11,3698.366441
0.8725,17,3698.37352
0.0,49,3698.3803
0.91,12,3698.384834
0.94,8,3698.387529
0.85,20,3698.398734
0.925,10,3698.403811
0.925,10,3698.411369
0.6925,41,3698.418179
0.94,8,3698.418209
0.97,4,3698.420938
0.0,120,3698.423694
0.9625,5,3706.055408
0.9175,11,3706.06985
0.9025,13,3706.072535
0.73,36,3706.075152
0.0,120,3706.079795
0.0,65,3706.101862
0.0,120,3706.114184
0.925,10,3706.128521
0.4,80,3706.12856
0.0,31,3706.151409
0.9025,13,3706.15612
0.8425,21,3706.162949
0.925,10,3706.17342
0.58,56,3706.176333
0.835,22,3706.17636
0.52,64,3706.176374
0.925,10,3706.17896
0.9325,9,3706.183574
0.955,6,3706.192317
0.865,18,3706.214788
0.835,22,3706.223831
0.835,22,3706.226547
0.9475,7,3706.239456
0.955,6,3706.23949
0.0,120,3706.274729
0.34,88,3706.278292
0.88,16,3706.278332
0.0,120,3706.286693
0.6325,49,3706.289938
0.6775,43,3706.292611
0.2425,101,3706.304874
0.9325,9,3706.307632
0.97,4,3706.314491
0.88,16,3706.327203
0.8875,15,3706.327237
0.0,120,3706.331785
0.9175,11,3706.341081
0.94,8,3714.355632
0.88,16,3714.355683
0.0,120,3714.358434
0.7225,37,3714.37676
0.0,12,3714.385444
0.8575,19,3714.388038
0.9025,13,3714.390831
0.985,2,3714.390858
0.925,10,3714.39958
0.9475,7,3714.40432
0.835,22,3714.409073
0.91,12,3714.417565
0.94,8,3714.436204
0.205,106,3714.444932
0.475,70,3714.461511
0.775,30,3714.468223
0.9175,11,3714.477521
0.79,28,3714.480294
0.1825,109,3714.493436
0.9475,7,3714.493466
0.9175,11,3714.496021
0.88,16,3714.500502
0.985,2,3714.505251
0.3175,91,3714.509746
0.9025,13,3714.522456
0.85,20,3714.525099
0.895,14,3714.527856
0.94,8,3714.527883
0.97,4,3714.532596
0.955,6,3714.541313
0.0,120,3714.541341
0.97,4,3714.550754
0.88,16,3714.578261
0.8275,23,3714.57831
0.4825,69,3714.578325
0.8875,15,3714.584839
0.43,76,3714.584867
0.7,40,3714.584881
0.925,10,3714.599571
0.9775,3,3714.606566
0.9775,3,3714.613506
0.88,16,3714.620741
0.0,120,3714.625604
0.9325,9,3714.634692
0.0,120,3714.639616
0.7975,27,3714.646811
0.9025,13,3714.651617
0.58,56,3714.660769
0.8875,15,3722.411762
0.9625,5,3722.414515
0.67,44,3722.428026
0.6925,41,3722.428064
0.385,82,3722.44067
0.9325,9,3722.447248
0.7975,27,3722.455626
0.0,120,3722.467808
0.73,36,3722.478835
0.745,34,3722.499719
0.865,18,3722.49979
0.9325,9,3722.507616
0.9775,3,3722.510887
0.9775,3,3722.517867
0.67,44,3722.529778
0.9175,11,3722.544921
0.9325,9,3722.549972
0.865,18,3722.556673
0.0,120,3722.56126
0.8275,23,3722.594709
0.865,18,3722.594749
0.7,40,3722.597613
0.61,52,3722.597647
0.0,120,3722.608206
0.94,8,3722.615569
0.925,10,3722.620141
0.79,28,3722.624704
0.43,76,3722.624835
0.9925,1,3722.627439
0.73,36,3722.632113
0.88,16,3722.634758
0.91,12,3722.649473
0.0,23,3722.649503
0.91,12,3722.65435
0.1075,119,3722.657021
0.895,14,3722.66566
0.8275,23,3722.670218
0.9325,9,3722.670246
0.0,120,3722.672925
0.9475,7,3722.682113
0.895,14,3722.688864
0.925,10,3722.693526
0.925,10,3722.696475
0.8125,25,3722.707259
0.0,120,3722.712209
0.8875,15,3731.154516
0.0,40,3731.164196
0.0,120,3731.172882
0.94,8,3731.182177
0.865,18,3731.196838
0.94,8,3731.199448
0.985,2,3731.204247
0.535,62,3731.207115
0.685,42,3731.230019
0.9475,7,3731.245561
0.94,8,3731.269396
0.685,42,3731.294348
0.895,14,3731.298817
0.4225,77,3731.309494
0.9475,7,3731.314228
0.3925,81,3731.314262
0.0,120,3731.324686
0.9025,13,3731.342578
0.9325,9,3731.363173
0.8125,25,3731.3664
0.0,120,3731.369039
0.985,2,3731.372295
0.985,2,3731.376883
0.955,6,3731.379873
0.0,120,3731.386595
0.9625,5,3731.391929
0.9475,7,3731.3945
0.94,8,3731.404973
0.91,12,3731.417801
0.5875,55,3731.420324
0.0,120,3731.423018
0.985,2,3731.426225
0.0,120,3731.429049
0.6625,45,3731.432681
0.8575,19,3731.439349
0.0,120,3738.573057
0.9625,5,3738.573112
0.985,2,3738.578473
0.97,4,3738.583413
0.8125,25,3738.588275
0.82,24,3738.605286
0.7975,27,3738.608101
0.0,120,3738.608129
0.82,24,3738.608143
0.0,120,3738.611464
0.9175,11,3738.616594
0.9475,7,3738.631245
0.925,10,3738.631278
0.8425,21,3738.651311
0.7525,33,3738.653947
0.9175,11,3738.653977
0.985,2,3738.658775
0.9475,7,3738.673656
0.9175,11,3738.678086
0.0,14,3738.682778
0.985,2,3738.687431
0.7825,29,3738.694109
0.0,120,3738.715736
0.28,96,3738.715773
0.865,18,3738.721476
0.79,28,3738.737767
0.9175,11,3738.740613
0.85,20,3738.740646
0.5425,61,3738.747705
0.7825,29,3738.783001
0.85,20,3738.787719
0.2275,103,3738.792105
0.6325,49,3738.802922
0.91,12,3738.816017
0.3175,91,3738.816049
0.7375,35,3738.828893
0.0,120,3738.828921
0.955,6,3738.828935
0.9475,7,3738.843907
0.91,12,3738.854914
0.0,120,3738.858057
0.7975,27,3738.863245
0.715,38,3746.114125
0.9475,7,3746.116838
0.895,14,3746.121473
0.0,120,3746.126054
0.0,41,3746.131176
0.97,4,3746.135788
0.955,6,3746.135822
0.9625,5,3746.149111
0.3625,85,3746.161808
0.8425,21,3746.16436
0.9025,13,3746.167037
0.0,12,3746.175967
0.955,6,3746.178578
0.955,6,3746.191905
0.925,10,3746.21278
0.2125,105,3746.225076
0.595,54,3746.229872
0.55,60,3746.238392
0.7225,37,3746.245673
0.61,52,3746.250429
0.355,86,3746.257101
0.73,36,3746.25713
0.0,120,3746.259856
0.9175,11,3746.267038
0.9625,5,3746.269753
0.88,16,3746.269782
0.9475,7,3746.276306
0.925,10,3746.280931
0.88,16,3746.283697
0.2875,95,3746.292854
0.73,36,3746.297512
0.9025,13,3746.29754
0.0,62,3746.308102
0.34,88,3746.318811
0.82,24,3746.323457
0.7825,29,3746.333985
0.8425,21,3746.344917
0.865,18,3746.354986
0.9175,11,3746.355055
0.895,14,3746.361161
0.94,8,3746.380224
0.7525,33,3746.385205
0.7,40,3746.387798
0.9325,9,3746.411333
0.8275,23,3746.417778
0.595,54,3746.420447
0.4225,77,3746.420475
0.955,6,3753.900846
0.775,30,3753.903462
0.6775,43,3753.915906
0.79,28,3753.918856
0.82,24,3753.931625
0.8425,21,3753.934226
0.9325,9,3753.938845
0.88,16,3753.938875
0.9175,11,3753.941532
0.955,6,3753.946094
0.9625,5,3753.950898
0.97,4,3753.955666
0.745,34,3753.962112
0.9775,3,3753.968802
0.355,86,3753.971479
0.2575,99,3753.983972
0.85,20,3753.989403
0.985,2,3753.992329
0.8125,25,3753.995039
0.97,4,3753.999958
0.91,12,3753.999985
0.985,2,3754.004751
0.43,76,3754.004785
0.0,120,3754.011246
0.9325,9,3754.014556
0.9325,9,3754.025171
0.7675,31,3754.025208
0.9025,13,3754.029845
0.8125,25,3754.032484
0.9175,11,3754.048897
0.985,2,3754.05334
0.685,42,3754.053369
0.895,14,3754.059999
0.895,14,3754.062721
0.9475,7,3754.069227
0.7675,31,3754.08183
0.73,36,3754.084675
0.0,10,3754.093837
0.88,16,3754.099135
0.9175,11,3754.110097
0.0,92,3754.11495
0.985,2,3754.119416
0.8725,17,3754.126293
0.0,120,3754.129046
0.8875,15,3754.134334
0.0,35,3754.137256
0.97,4,3754.137283
0.9325,9,3754.141786
0.9925,1,3754.144432
0.4975,67,3754.151203
0.715,38,3754.154151
0.91,12,3754.158792
0.0,57,3754.158826
0.79,28,3754.161513
0.91,12,3754.16416
0.955,6,3754.166966
0.94,8,3754.173546
0.955,6,3754.173574
0.955,6,3754.176214
0.9475,7,3754.176241
0.97,4,3754.18502
0.91,12,3761.496472
0.79,28,3761.496529
0.0,120,3761.513321
0.925,10,3761.518549
0.9175,11,3761.521119
0.625,50,3761.556995
0.85,20,3761.569528
0.6625,45,3761.572151
0.625,50,3761.576721
0.985,2,3761.576751
0.0,120,3761.585323
0.415,78,3761.588556
0.9325,9,3761.591254
0.97,4,3761.59571
0.6175,51,3761.598349
0.8575,19,3761.600971
0.91,12,3761.615767
0.9175,11,3761.615795
0.9025,13,3761.624438
0.4825,69,3761.627007
0.955,6,3761.632129
0.9625,5,3761.638951
0.9475,7,3761.647652
0.82,24,3761.654496
0.0,34,3761.657261
0.97,4,3761.657294
0.8875,15,3761.663904
0.865,18,3761.694708
0.415,78,3761.699721
0.0,120,3761.7083
0.625,50,3761.727596
0.895,14,3761.731626
0.0,120,3761.73454
0.97,4,3761.741798
0.7,40,3761.752879
0.94,8,3761.752908
0.955,6,3761.75584
0.0,30,3761.764484
0.9475,7,3761.769416
0.9325,9,3761.776032
0.0,120,3769.720436
0.8275,23,3769.734985
0.4375,75,3769.752563
0.79,28,3769.757607
0.8875,15,3769.76876
0.9475,7,3769.77376
0.0,120,3769.780952
0.9775,3,3769.791264
0.0,120,3769.807499
0.6475,47,3769.810939
0.0,71,3769.826509
0.925,10,3769.831514
0.6025,53,3769.831549
0.9925,1,3769.83428
0.9925,1,3769.83431
0.19,108,3769.837137
0.0,84,3769.837167
0.985,2,3769.84
0.0,120,3769.847093
0.985,2,3769.852527
0.685,42,3769.898756
0.8275,23,3769.898811
0.8125,25,3769.906003
0.9925,1,3769.909015
0.955,6,3769.913845
0.4,80,3769.92099
0.985,2,3769.925744
0.775,30,3769.930656
0.52,64,3769.938132
0.9625,5,3769.942871
0.5725,57,3769.967838
0.76,32,3769.972762
0.85,20,3769.982285
0.0,6,3769.98806
0.895,14,3770.00552
0.97,4,3770.0145
0.955,6,3778.857927
0.9925,1,3778.86115
0.2125,105,3778.861214
0.97,4,3778.875116
0.0,120,3778.883909
0.355,86,3778.883941
0.9325,9,3778.887511
0.9625,5,3778.896162
0.295,94,3778.900861
0.94,8,3778.903747
0.9775,3,3778.903775
0.7225,37,3778.90827
0.58,56,3778.910908
0.9025,13,3778.917406
0.0,71,3778.928251
0.0,120,3778.937009
0.79,28,3778.94028
0.865,18,3778.942962
0.9625,5,3778.953698
0.94,8,3778.958068
0.475,70,3778.988154
0.835,22,3778.988192
0.8575,19,3778.996786
0.985,2,3779.001776
0.0,120,3779.022628
0.9175,11,3779.025854
0.0,120,3779.028729
0.5725,57,3779.037984
0.8275,23,3779.04063
0.925,10,3779.061083
0.4975,67,3779.061112
0.91,12,3779.063704
0.97,4,3779.070338
0.955,6,3779.077233
0.925,10,3779.087955
0.175,110,3787.945217
0.0,120,3787.953898
0.0,120,3787.953931
0.955,6,3787.968002
0.445,74,3787.972729
0.0,120,3787.97916
0.9775,3,3787.979191
0.8875,15,3787.979212
0.5425,61,3787.98817
0.1375,115,3787.996781
0.85,20,3787.999371
0.925,10,3788.002013
0.985,2,3788.006568
0.9025,13,3788.009461
0.865,18,3788.00949
0.5275,63,3788.009504
0.9475,7,3788.014226
0.9775,3,3788.014254
0.955,6,3788.023225
0.9475,7,3788.02997
0.8425,21,3788.036326
0.8125,25,3788.036355
0.0,120,3788.041508
0.9025,13,3788.047547
0.3475,87,3788.062855
0.8125,25,3788.08048
0.85,20,3788.083386
0.9175,11,3788.083429
0.8875,15,3788.086071
0.9925,1,3788.088685
0.0,120,3788.091333
0.0,120,3788.096641
0.9775,3,3788.100713
0.8125,25,3788.111389
0.6925,41,3788.111418
0.955,6,3788.114099
0.895,14,3788.118527
0.94,8,3788.134962
0.79,28,3788.150254
0.8725,17,3788.150298
0.9175,11,3788.160742
0.7675,31,3788.167633
0.7975,27,3788.172325
0.6475,47,3788.195091
0.835,22,3788.197773
0.895,14,3788.1978
0.9925,1,3788.200313
0.82,24,3788.202965
0.895,14,3788.202991
0.595,54,3788.205631
